Pallet,Weight,Profit
1,65,13
2,21,18
3,29,36
4,95,10
5,63,43
6,68,31
7,47,24
8,89,32
9,35,10
10,97,46
11,91,23
12,42,9
13,46,37
14,98,37
15,51,19
16,70,48
17,50,27
18,89,26
19,43,16
20,88,37
21,19,11
22,78,37
23,54,26
24,32,44
25,37,21
26,53,32
27,27,38
28,59,49
29,80,34
30,95,13
31,12,18
32,94,38
33,58,48
34,49,44
35,65,11
36,86,31
37,29,40
38,34,43
39,80,21
40,35,35
41,31,37
42,10,19
43,31,42
44,74,40
45,28,39
46,51,39
47,20,12
48,93,31
49,54,31
50,88,30
51,10,19
52,23,22
53,23,14
54,60,13
55,78,39
56,63,44
57,30,48
58,31,16
59,97,5
60,22,11
61,45,50
62,28,42
63,55,42
64,70,22
65,39,15
66,99,11
67,31,23
68,100,20
69,71,5
70,18,48
71,52,47
72,55,39
73,84,36
74,62,44
75,28,8
76,89,46
77,83,15
78,48,25
79,59,29
80,70,25
81,33,29
82,86,37
83,87,41
84,58,37
85,53,42
86,28,45
87,71,6
88,34,33
89,99,21
90,40,28
91,18,8
92,100,40
93,63,28
94,71,39
95,45,30
96,56,24
97,18,11
98,94,39
99,34,14
100,42,22
101,54,23
102,77,39
103,59,43
104,13,32
105,61,35
106,34,47
107,39,33
108,37,25
109,85,12
110,54,33
111,87,20
112,61,33
113,36,22
114,23,19
115,24,27
116,18,43
117,15,24
118,59,41
119,80,37
120,19,46
121,21,22
122,22,20
123,51,32
124,32,17
125,86,40
126,27,9
127,53,41
128,89,12
129,61,43
130,20,26
131,84,47
132,20,15
133,50,19
134,57,22
135,49,20
136,63,49
137,47,33
138,37,38
139,37,26
140,98,27
141,77,33
142,15,47
143,78,11
144,86,43
145,100,12
146,29,27
147,13,12
148,95,7
149,39,5
150,66,36
151,46,47
152,37,48
153,49,19
154,66,50
155,69,15
156,67,16
157,73,36
158,81,50
159,30,12
160,24,15
161,90,40
162,25,6
163,64,46
164,59,41
165,11,14
166,16,45
167,86,21
168,77,18
169,46,32
170,21,6
171,58,30
172,76,45
173,26,31
174,78,26
175,78,50
176,18,43
177,99,46
178,83,31
179,31,28
180,16,50
181,40,25
182,75,16
183,12,38
184,22,25
185,39,14
186,88,43
187,87,11
188,74,50
189,13,41
190,68,45
191,84,20
192,72,18
193,54,37
194,38,17
195,18,29
196,71,17
197,54,24
198,56,35
199,26,21
200,55,49
201,96,50
202,66,45
203,73,44
204,62,28
205,19,7
206,96,27
207,19,17
208,37,32
209,67,13
210,95,10
