Pallet,Weight,Profit
1,98,7
2,38,24
3,81,29
4,20,26
5,91,38
6,28,35
7,78,18
8,60,30
9,68,9
10,60,35
11,93,24
12,47,34
13,22,44
14,68,28
15,99,41
16,55,16
17,77,36
18,35,29
19,42,20
20,98,16
21,61,46
22,35,27
23,28,32
24,44,16
25,11,50
26,16,25
27,19,22
28,29,11
29,11,25
30,43,40
31,28,6
32,25,18
33,73,38
34,98,24
35,88,15
36,77,39
37,100,34
38,46,41
39,86,13
40,90,24
41,86,19
42,53,35
43,56,50
44,63,50
45,18,20
46,92,15
47,23,48
48,68,45
49,25,20
50,29,43
51,57,31
52,82,41
53,17,20
54,91,17
55,49,28
56,17,28
57,96,21
58,45,16
59,37,47
60,42,5
61,94,42
62,16,17
63,43,37
64,81,45
65,14,40
66,100,18
67,11,41
68,27,27
69,68,24
70,87,8
71,91,26
72,76,47
73,74,45
74,58,12
75,94,47
76,69,49
77,96,32
78,21,38
79,12,12
80,95,26
81,27,20
82,72,30
83,75,36
84,91,8
85,18,15
86,49,35
87,78,28
88,91,25
89,62,41
90,73,24
91,23,31
92,81,22
93,55,42
94,97,42
95,24,12
96,52,20
97,75,50
98,42,49
99,53,38
100,18,30
101,99,32
102,57,16
103,10,40
104,65,5
105,77,44
106,61,25
107,61,16
108,14,50
109,91,14
110,29,7
111,25,20
112,16,8
113,99,10
114,32,24
115,52,28
116,81,47
117,92,8
118,48,39
119,35,30
120,71,31
121,40,32
122,90,9
123,30,33
124,85,32
125,39,14
126,61,28
127,97,24
128,81,20
129,31,13
130,85,47
131,71,49
132,10,34
133,58,18
134,15,10
135,65,33
136,25,31
137,63,14
138,16,17
139,26,37
140,70,48
141,59,21
142,95,12
143,41,18
144,99,18
145,65,32
146,83,37
147,66,50
148,19,16
149,18,14
150,95,9
151,68,6
152,91,45
153,49,36
154,31,19
155,26,18
156,55,21
157,20,5
158,73,45
159,76,22
160,58,30
161,88,6
162,94,38
163,69,46
164,30,44
165,29,7
166,67,34
167,23,30
168,59,10
169,100,21
170,55,49
171,34,30
172,94,19
173,39,43
174,72,23
175,13,14
176,94,38
177,20,11
178,59,9
179,74,43
180,18,50
181,56,6
182,24,40
183,35,37
184,23,27
185,54,28
186,24,40
187,46,43
188,55,28
189,25,44
190,96,37
191,51,23
