Pallet,Weight,Profit
1,90,13
2,28,27
3,89,46
4,98,21
5,58,21
6,34,38
7,15,19
8,21,38
9,66,27
10,55,5
11,82,14
12,78,33
13,73,7
14,30,5
15,22,17
16,43,27
17,12,16
18,84,34
19,66,37
20,21,48
21,34,49
22,51,14
23,54,9
24,61,42
25,37,5
26,96,49
27,73,25
28,86,27
29,48,47
30,65,24
31,41,19
32,36,9
33,86,8
34,20,48
35,48,32
36,74,37
37,89,33
38,55,14
39,37,34
40,89,26
41,95,48
42,21,48
43,69,13
44,29,13
45,31,33
46,80,49
47,72,16
48,77,26
49,19,47
50,39,29
51,39,26
52,59,18
53,87,13
54,28,23
55,68,41
56,85,5
57,73,50
58,14,42
59,81,9
60,52,48
61,82,33
62,16,29
63,78,30
64,46,9
65,91,14
66,82,37
67,19,32
68,47,46
69,29,30
70,59,41
71,21,42
72,25,27
73,46,30
74,91,25
75,74,41
76,53,48
77,51,46
78,40,24
79,19,41
80,38,28
81,34,30
82,76,15
83,44,23
84,25,34
85,47,25
86,51,49
87,73,32
88,60,47
89,60,36
90,17,9
91,100,48
92,80,40
93,62,7
94,19,15
95,23,13
96,55,11
97,16,32
98,94,36
99,66,46
100,21,22
101,56,9
102,72,36
103,33,44
104,16,14
105,39,25
106,44,50
107,65,14
108,46,29
109,85,17
110,22,43
111,26,32
112,82,35
113,77,9
114,51,44
115,33,12
116,71,22
117,90,45
118,43,36
119,14,16
120,47,31
121,35,36
122,60,21
123,33,25
124,63,18
125,23,22
126,61,21
127,13,43
128,10,12
129,96,41
130,65,21
131,62,9
132,77,46
133,93,34
134,11,37
135,54,26
136,84,31
137,69,10
138,23,8
139,57,49
140,24,31
141,63,18
142,74,37
143,43,35
144,76,12
145,63,7
146,51,11
147,31,10
148,11,28
149,58,12
150,64,5
151,78,19
152,80,13
153,13,36
154,60,45
155,62,25
156,85,35
157,59,32
158,49,31
159,49,5
160,72,44
161,26,12
162,85,38
163,40,36
164,100,47
165,95,37
166,55,14
167,20,22
168,94,31
169,37,36
170,95,42
171,83,8
172,74,12
173,13,49
174,68,22
175,48,43
176,35,6
177,51,41
178,64,12
179,17,22
180,86,21
181,94,20
182,41,9
183,68,43
184,41,20
185,42,32
186,31,25
187,70,11
188,83,34
189,42,25
190,41,21
191,32,35
192,75,25
193,12,7
194,66,45
195,86,12
196,11,44
197,13,31
198,46,43
199,18,10
200,68,22
201,29,7
202,89,11
203,27,24
204,55,16
205,35,48
206,53,7
207,62,35
208,100,19
209,63,10
210,45,27
211,67,27
212,93,40
213,63,43
214,80,32
215,82,5
216,20,26
217,93,15
218,43,26
219,25,47
220,10,48
221,88,29
222,95,43
