Pallet,Weight,Profit
1,24,9
2,45,35
3,51,48
4,77,29
5,48,14
6,66,40
7,30,16
8,68,19
9,13,12
10,89,24
11,18,29
12,82,31
13,27,31
14,25,10
15,88,20
16,44,31
17,79,25
18,21,22
19,18,38
20,39,35
21,72,17
22,19,5
23,67,47
24,62,18
25,74,40
26,28,32
27,86,35
28,17,5
29,13,9
30,81,36
31,89,39
32,73,36
33,80,50
34,95,5
35,31,22
36,24,11
37,93,13
38,71,49
39,40,45
40,34,35
41,41,49
42,84,30
43,76,15
44,13,31
45,76,47
46,78,21
47,33,33
48,99,50
49,76,24
50,37,6
51,34,40
52,44,33
53,36,5
54,38,11
55,94,29
56,86,11
57,62,5
58,28,40
59,22,48
60,71,29
61,66,47
62,83,5
63,70,26
64,60,21
65,39,13
66,53,17
67,99,10
68,49,8
69,60,44
70,21,25
71,20,5
72,54,32
73,39,45
74,79,14
75,56,33
76,58,11
77,50,36
78,87,9
79,89,39
80,28,36
81,19,12
82,16,5
83,44,16
84,25,47
85,49,27
86,14,41
87,85,46
88,60,36
89,21,12
90,98,9
91,74,9
92,43,45
93,52,12
94,95,47
95,89,31
96,98,29
97,20,5
98,39,6
99,68,36
100,40,16
101,43,23
102,26,6
103,83,24
104,65,46
105,34,42
106,43,48
107,92,39
108,18,11
109,16,21
110,16,43
111,34,25
112,41,37
113,87,34
114,24,29
115,37,29
116,17,48
117,31,17
118,47,21
119,61,25
120,46,24
121,67,28
122,17,42
123,59,42
124,15,41
125,89,36
126,72,16
127,100,41
128,15,47
129,86,41
130,80,47
131,41,16
132,76,44
133,67,20
134,11,24
135,49,38
136,19,27
137,84,20
138,86,43
139,57,50
140,89,10
141,81,19
142,98,24
143,90,25
144,31,7
145,92,30
146,97,50
147,72,46
148,60,20
149,34,33
150,14,29
151,51,37
152,12,32
153,97,33
154,22,47
155,83,33
156,87,10
157,68,35
158,33,18
159,11,11
160,16,8
161,86,47
162,31,48
163,86,7
164,18,37
165,39,23
166,27,19
167,56,43
168,42,15
169,51,16
170,15,25
171,38,7
172,45,16
173,48,26
174,16,21
175,58,13
176,33,40
177,37,46
178,88,9
179,10,15
180,33,23
181,27,40
182,28,8
183,16,38
184,10,9
185,70,18
186,45,41
187,19,43
188,39,50
189,77,5
190,80,7
191,96,22
192,55,34
193,59,20
194,54,5
195,10,44
196,41,15
197,73,24
198,16,50
199,25,17
200,37,36
201,86,36
202,47,23
203,89,35
204,94,30
205,28,7
206,66,46
207,62,40
208,80,15
209,73,46
210,77,6
211,11,9
212,54,30
213,78,35
214,19,35
215,32,31
216,79,46
217,97,27
218,96,9
219,19,32
220,66,15
221,19,44
222,23,28
223,79,39
224,62,12
225,71,31
226,48,13
227,63,18
228,12,39
229,96,37
230,27,6
231,36,7
232,26,30
233,34,13
234,51,49
235,83,5
236,14,15
237,41,35
238,58,6
239,72,37
240,17,33
241,36,17
242,25,22
243,78,20
244,39,11
245,48,45
246,71,23
247,24,32
248,72,6
249,90,31
250,92,7
251,78,20
252,58,43
253,15,12
254,68,23
255,49,35
256,65,31
257,41,46
258,70,30
259,38,43
260,56,35
261,89,46
262,51,38
263,35,24
264,78,45
265,57,27
266,23,35
267,60,27
268,66,34
269,53,29
270,85,15
271,10,20
272,78,15
273,64,35
274,28,34
275,14,37
276,40,44
277,60,47
278,39,5
279,28,17
280,93,34
281,94,24
282,35,24
283,47,28
284,70,25
285,80,50
286,46,21
287,82,48
288,23,34
289,51,22
290,50,30
291,94,35
292,48,21
293,80,38
294,27,17
295,72,31
296,50,35
297,44,18
298,17,8
299,40,49
300,47,20
301,39,42
302,66,34
303,80,19
304,72,11
305,41,7
306,80,32
307,17,45
308,95,8
309,42,23
310,93,28
311,38,20
312,52,50
313,26,17
314,53,19
315,44,20
316,90,38
317,34,19
318,27,35
