Pallet,Weight,Profit
1,89,29
2,97,16
3,84,41
4,18,6
5,22,22
6,70,33
7,29,6
8,17,37
9,38,43
10,44,22
11,68,30
12,65,44
13,66,8
14,81,5
15,77,48
16,60,19
17,84,40
18,81,33
19,42,42
20,93,26
21,81,17
22,73,46
23,35,37
24,47,6
25,25,37
26,38,44
27,82,14
28,61,38
29,16,13
30,87,31
31,49,44
32,76,47
33,55,44
34,58,42
35,83,30
36,69,35
37,72,38
38,68,16
39,30,34
40,26,18
41,63,42
42,74,48
43,46,39
44,38,18
45,57,37
46,24,19
47,36,34
48,44,28
49,71,13
50,21,38
51,46,42
52,23,30
53,90,30
54,99,19
55,87,11
56,79,13
57,49,12
58,87,46
59,82,23
60,30,37
61,90,25
62,57,41
63,34,27
64,97,30
65,40,16
66,46,19
67,57,5
68,32,32
69,43,21
70,29,49
71,10,5
72,24,14
73,46,9
74,52,21
75,64,12
76,13,20
77,95,13
78,92,14
79,11,47
80,84,47
81,42,20
82,27,7
83,71,27
84,52,7
85,79,22
86,25,38
87,69,12
88,97,33
89,32,32
90,93,33
91,23,17
92,88,29
93,94,12
94,30,22
95,14,12
96,29,30
97,31,7
98,72,17
99,29,14
100,65,8
101,80,10
102,74,38
103,55,25
104,94,34
105,59,11
106,27,34
107,94,37
108,12,15
109,97,19
110,51,10
111,27,16
112,84,27
113,57,20
114,40,48
115,75,16
116,83,5
117,24,8
118,55,46
119,46,15
120,75,12
121,88,21
122,85,47
123,82,45
124,25,44
125,51,45
126,10,16
127,25,16
128,37,15
129,97,38
130,44,5
131,78,25
132,97,46
133,66,8
134,37,19
135,78,19
136,61,44
137,37,30
138,73,12
139,42,11
140,94,43
141,11,29
142,28,19
143,95,27
144,75,10
145,39,24
146,71,33
147,46,37
148,70,11
149,41,6
150,92,27
151,38,26
152,85,39
153,10,11
154,21,8
155,52,10
156,33,36
157,80,36
158,24,17
159,60,33
160,86,18
161,82,19
162,40,32
163,91,46
164,90,5
165,85,20
166,70,37
167,45,20
168,66,18
169,65,40
170,60,28
171,37,42
172,35,14
173,79,33
174,98,21
175,72,15
176,39,17
177,24,12
178,47,36
179,57,26
180,52,36
181,36,45
182,17,11
183,11,8
184,99,9
185,94,48
186,99,30
187,68,28
188,51,29
189,81,36
190,62,25
191,38,48
192,65,33
193,57,35
194,56,47
195,35,47
196,87,18
197,32,43
198,30,41
199,29,44
200,78,39
201,90,42
202,64,37
203,27,34
204,17,44
205,94,7
206,40,32
207,34,23
208,63,8
209,43,37
210,98,13
211,53,6
212,38,25
213,40,35
214,49,9
215,64,35
216,20,31
217,36,41
218,74,18
219,73,46
220,57,49
221,91,25
222,63,36
223,18,16
224,25,48
225,34,33
226,79,32
227,14,45
228,76,41
229,79,21
230,94,9
231,34,14
232,72,21
233,87,42
234,40,10
235,97,31
236,53,13
237,93,22
238,56,25
239,93,41
240,54,12
241,32,16
242,18,10
243,29,7
244,27,10
245,50,43
246,78,14
247,52,45
248,46,21
249,38,22
250,49,5
251,27,34
252,19,29
253,96,44
254,54,23
255,24,33
256,98,14
257,26,37
258,64,39
259,17,48
260,92,46
261,83,44
262,13,23
263,61,42
264,68,20
265,32,23
266,25,32
267,47,46
268,80,26
269,30,14
270,46,20
271,15,37
272,25,25
273,71,34
274,94,31
275,19,27
276,38,9
277,11,11
278,88,9
279,40,31
280,50,24
281,86,13
282,86,36
283,79,28
284,65,29
285,38,9
286,77,17
287,76,15
288,53,23
289,29,10
290,23,21
291,24,38
292,91,47
293,86,31
294,74,30
295,11,35
296,45,17
297,25,18
298,23,14
299,26,12
300,47,38
301,96,8
302,10,21
303,64,32
304,48,8
305,42,11
306,93,28
307,29,28
308,89,10
309,55,49
310,30,40
311,35,29
312,19,22
313,59,24
314,20,40
315,58,9
316,93,41
317,15,45
318,96,44
319,55,22
320,92,9
321,84,40
322,60,26
323,42,6
324,66,29
325,53,23
326,37,8
327,12,26
328,15,48
329,63,42
330,74,47
331,82,50
332,95,12
333,19,9
334,56,14
335,36,14
336,62,23
337,24,39
338,15,33
339,49,32
340,44,7
341,56,36
342,24,33
343,34,36
344,94,30
345,59,33
346,34,15
347,76,20
348,32,18
349,89,39
350,50,32
351,18,27
352,24,10
353,36,32
354,84,30
355,68,26
356,70,18
357,94,23
358,60,47
359,75,25
360,98,22
361,21,49
362,28,19
363,40,5
364,16,47
365,21,8
366,92,7
367,50,39
368,59,47
369,31,12
370,51,9
371,16,19
372,71,25
373,52,12
374,44,7
375,40,6
376,12,46
377,41,19
378,73,23
379,63,42
380,88,13
381,32,29
382,27,40
383,55,22
384,30,20
385,48,24
386,53,26
387,94,32
388,60,20
389,67,10
390,79,18
391,96,16
392,88,6
393,44,33
394,49,7
395,52,33
396,97,45
397,29,16
398,79,50
399,87,18
400,26,34
401,64,20
402,49,7
403,66,6
404,47,25
405,76,33
406,84,42
407,71,23
408,57,34
409,72,27
410,44,38
411,65,11
412,20,11
413,22,50
414,20,25
415,88,27
416,88,23
417,69,45
418,75,21
419,16,6
420,73,45
421,12,28
422,39,9
423,11,43
424,75,33
425,77,18
426,84,29
427,83,15
428,66,14
429,12,8
430,39,47
431,99,14
432,29,22
433,11,12
434,64,38
435,50,27
436,43,16
437,18,38
438,22,47
439,44,5
440,35,49
441,93,19
442,72,23
443,76,47
444,66,29
445,56,7
446,27,47
447,52,24
448,95,7
449,13,20
450,18,23
451,72,14
452,16,23
453,15,17
454,28,34
455,77,49
456,30,12
457,17,7
458,42,6
459,50,5
460,25,21
461,47,28
462,72,49
463,49,18
464,13,38
465,29,47
466,29,33
467,32,17
468,58,25
469,17,21
470,18,19
471,74,14
472,77,19
473,16,43
474,75,23
475,42,32
476,68,23
477,59,6
478,87,43
479,82,31
480,85,49
481,99,25
482,43,48
483,53,44
484,75,42
485,13,40
486,72,44
487,39,43
488,59,38
489,20,6
490,85,11
491,26,36
492,53,42
493,72,18
494,16,14
495,34,10
496,72,40
497,55,25
498,58,5
499,28,8
500,34,50
501,71,13
502,34,6
503,92,47
504,84,9
505,11,5
506,78,32
507,61,11
508,93,16
509,79,17
510,76,31
511,32,50
512,41,39
513,32,8
514,74,18
515,63,12
516,34,16
517,87,42
518,98,12
519,96,24
520,58,29
521,37,20
522,41,41
523,96,49
524,57,28
525,13,22
526,93,7
527,51,40
528,38,42
529,74,47
530,25,32
531,86,41
532,84,36
533,44,7
534,16,6
535,69,27
536,57,49
537,82,42
538,81,16
539,98,31
540,65,21
541,96,18
542,17,6
543,82,29
544,79,7
545,48,50
546,35,22
547,15,17
548,93,31
549,99,15
550,43,13
551,66,38
552,56,35
553,81,33
554,72,15
555,92,17
556,47,42
557,36,5
558,84,19
559,55,15
560,28,48
561,22,9
562,17,43
563,28,19
564,90,29
565,79,22
566,38,23
567,47,32
568,44,28
569,92,49
570,56,35
571,25,37
572,99,45
573,68,7
574,92,34
575,94,8
576,87,9
577,66,14
578,45,23
579,38,39
580,17,6
581,86,25
582,75,11
583,32,37
584,81,40
585,55,16
586,42,43
587,50,34
588,15,44
589,30,8
590,23,46
591,14,20
592,33,46
593,33,21
594,21,24
595,11,9
596,54,46
597,28,26
598,64,20
599,63,7
600,19,6
601,36,45
602,94,41
603,36,34
604,92,48
605,51,30
606,77,40
607,16,21
608,85,15
609,94,38
610,90,49
611,94,34
612,57,41
613,51,33
614,42,28
615,36,26
616,49,19
617,13,8
618,37,9
619,86,9
620,12,27
621,97,7
622,82,34
623,42,32
624,43,19
625,28,44
626,93,36
627,85,14
628,79,44
