Pallet,Weight,Profit
1,54,47
2,69,25
3,69,49
4,79,30
5,19,19
6,69,39
7,28,36
8,43,18
9,23,49
10,46,20
11,75,18
12,100,45
13,47,9
14,20,23
15,18,8
16,98,50
17,50,5
18,62,43
19,100,34
20,14,36
21,96,14
22,92,47
23,38,38
24,96,13
25,57,44
26,90,46
27,50,8
28,33,15
29,66,8
30,27,50
31,41,10
32,97,23
33,56,13
34,49,31
35,31,31
36,91,11
37,17,14
38,69,14
39,44,47
40,55,5
41,22,50
42,28,30
43,59,29
44,85,23
45,36,25
46,66,19
47,48,41
48,19,32
49,21,44
50,87,5
51,69,8
52,80,27
53,89,47
54,80,40
55,68,38
56,20,48
57,51,43
58,69,26
59,34,38
60,30,8
61,23,34
62,27,22
63,15,19
64,60,46
65,23,24
66,65,21
67,84,27
68,40,40
69,95,33
70,79,24
71,70,21
72,13,43
73,66,33
74,64,43
75,28,43
76,74,23
77,92,6
78,15,20
79,22,9
80,15,18
81,22,24
82,91,35
83,69,49
84,85,35
85,21,39
86,92,45
87,47,20
88,86,10
89,30,45
90,69,13
91,53,25
92,25,22
93,92,21
94,65,35
95,50,42
96,35,21
97,100,17
98,63,43
99,57,46
100,95,8
101,80,19
102,33,44
103,90,43
104,52,15
105,82,21
106,26,14
107,77,33
108,33,14
109,27,22
110,60,14
111,10,38
112,65,31
113,17,9
114,98,5
115,16,13
116,22,12
117,49,30
118,72,27
119,47,22
120,13,32
121,19,39
122,98,17
123,18,6
124,11,36
125,41,15
126,64,20
127,83,34
128,87,16
129,22,47
130,70,12
131,94,46
132,16,30
133,11,12
134,46,7
135,75,41
136,75,29
137,93,8
138,50,14
139,92,32
140,37,47
141,58,12
142,71,22
143,87,42
144,19,6
145,81,40
146,70,34
147,30,47
148,53,40
149,76,39
150,71,18
151,58,24
152,62,36
153,11,43
154,93,13
155,40,18
156,57,14
157,36,49
158,60,20
159,96,45
160,88,17
161,64,34
162,96,22
163,52,27
164,71,8
165,62,43
166,80,27
167,42,32
168,60,11
169,45,10
170,80,12
171,19,14
172,90,39
173,61,37
174,83,24
175,29,23
176,63,31
177,28,22
178,57,41
179,87,46
180,97,25
181,77,18
182,79,27
183,56,15
184,41,21
185,54,20
186,92,20
187,41,48
188,71,12
189,65,31
190,57,45
191,11,10
192,24,47
193,86,28
194,25,49
195,75,45
196,74,17
197,84,11
198,94,45
199,32,16
200,94,31
201,76,6
202,45,12
203,56,42
204,87,26
205,88,50
206,68,42
207,30,50
208,17,7
209,27,26
210,64,5
211,73,24
212,30,31
213,51,19
214,45,20
215,91,26
216,98,23
217,76,47
218,94,15
219,69,42
220,67,17
221,56,50
222,48,41
223,84,49
224,17,22
225,41,31
226,15,20
227,40,21
228,66,15
229,76,8
230,42,31
231,62,5
232,33,7
233,12,30
234,60,40
235,14,30
236,13,10
237,56,41
238,44,48
239,47,49
240,87,33
241,99,49
242,50,20
243,84,42
244,29,44
245,16,7
246,66,26
247,11,21
248,98,39
249,73,25
250,11,22
251,11,36
252,97,30
253,95,44
254,92,41
255,69,13
256,89,15
257,23,33
258,58,40
259,46,47
260,29,46
261,15,10
262,63,25
263,11,14
264,87,48
265,92,20
266,84,16
267,16,46
268,89,39
269,60,50
270,65,11
271,70,12
272,32,50
273,13,46
274,52,25
275,36,33
276,35,6
277,21,40
278,89,22
279,96,12
280,21,27
281,78,48
282,62,17
283,74,49
284,39,16
285,97,18
