Pallet,Weight,Profit
1,79,8
2,81,19
3,82,5
4,28,38
5,89,37
6,89,46
7,95,25
8,94,14
9,70,35
10,42,30
11,28,15
12,16,23
13,20,29
14,71,42
15,70,36
16,71,41
17,69,50
18,12,24
19,61,31
20,39,18
21,60,21
22,65,31
23,18,10
24,40,24
25,28,5
26,31,7
27,88,50
28,99,6
29,45,24
30,62,46
31,33,47
32,23,39
33,47,42
34,51,30
35,32,20
36,22,43
37,13,38
38,66,24
39,45,20
40,12,48
41,41,36
42,17,8
43,16,38
44,25,28
45,80,19
46,74,38
47,51,39
48,20,29
49,70,25
50,32,8
51,55,20
52,95,44
53,36,22
54,61,37
55,33,8
56,80,34
57,55,5
58,70,19
59,26,14
60,100,23
61,78,6
62,61,16
63,26,47
64,28,28
65,36,45
66,47,13
67,97,5
68,42,48
69,52,14
70,96,23
71,54,23
72,32,42
73,12,44
74,77,16
75,13,38
76,68,42
77,42,42
78,28,10
79,71,38
80,99,29
81,96,47
82,55,8
83,64,19
84,21,45
85,95,26
86,18,15
87,24,7
88,69,27
89,91,40
90,21,20
91,13,37
92,62,28
93,56,5
94,72,33
95,14,15
96,49,9
97,93,23
98,49,22
99,11,12
100,59,38
101,30,43
102,98,13
103,92,35
104,56,20
105,98,18
106,63,41
107,80,8
108,93,44
109,79,29
110,18,16
111,39,45
112,33,43
113,10,11
114,23,14
115,84,13
116,15,48
117,47,18
118,43,27
119,27,48
120,83,28
121,72,24
122,24,44
123,16,13
124,38,34
125,46,17
126,49,47
127,98,20
128,35,6
129,87,17
130,56,7
131,16,14
132,65,11
133,66,16
134,68,22
135,68,47
136,18,8
137,23,19
138,15,40
139,87,43
140,76,22
141,64,36
142,45,26
143,62,13
144,45,46
145,70,7
146,51,46
147,29,28
148,17,23
149,70,20
150,94,9
151,55,25
152,46,25
153,36,49
154,96,28
155,30,36
156,46,38
157,96,18
158,32,26
159,89,12
160,95,15
161,16,26
162,27,49
163,32,35
164,86,23
165,34,21
166,55,26
167,78,20
168,29,26
169,49,36
170,12,42
171,81,13
172,34,24
173,26,36
174,25,8
175,12,12
176,43,28
177,96,28
178,93,33
179,88,46
180,67,17
181,36,29
182,16,43
183,37,30
184,52,36
185,61,19
186,11,19
187,38,12
188,60,50
189,19,43
190,52,41
191,14,49
192,24,11
193,55,39
194,44,48
195,14,11
196,48,16
197,49,22
198,51,13
199,20,18
200,45,50
201,83,29
202,86,14
203,42,22
204,92,43
205,18,35
206,15,39
207,17,19
208,81,47
209,19,9
210,29,28
211,12,14
212,96,38
213,95,50
214,38,29
215,85,10
216,17,46
217,15,46
218,89,28
219,25,6
220,33,35
221,41,20
222,51,50
223,43,37
224,75,6
225,97,45
226,69,49
227,34,40
228,30,30
229,26,26
230,94,32
231,59,10
232,34,29
233,67,24
234,97,25
235,75,21
236,27,49
237,79,13
238,26,23
239,71,47
240,66,12
241,38,30
242,38,7
243,80,48
244,93,25
245,26,6
246,17,13
247,37,24
248,20,10
249,98,14
250,66,14
251,16,48
252,57,15
253,72,45
254,34,12
255,65,48
256,93,40
257,88,31
258,39,19
259,83,45
260,48,41
261,78,7
262,69,49
263,71,24
264,98,43
265,31,30
266,62,47
267,97,31
268,92,7
269,53,24
270,100,23
271,40,42
272,64,27
273,60,44
274,27,15
275,87,37
276,37,22
277,93,34
278,71,43
279,71,48
280,34,21
281,82,11
282,77,8
283,36,40
284,43,43
285,41,33
286,37,31
287,55,14
288,81,41
289,53,36
290,81,43
291,78,45
292,28,36
293,10,16
294,41,14
295,45,39
296,60,35
297,44,11
298,25,15
299,24,37
300,35,31
301,30,42
302,48,40
303,72,23
304,62,31
305,17,37
306,33,32
307,96,29
