Pallet,Weight,Profit
1,68,47
2,17,26
3,70,45
4,23,35
5,75,28
6,74,7
7,20,36
8,12,37
9,71,43
10,54,28
11,69,48
12,80,33
13,31,19
14,30,7
15,75,20
16,86,26
17,75,23
18,56,36
19,79,13
20,29,48
21,89,29
22,67,45
23,94,42
24,38,34
25,33,7
26,30,46
27,39,46
28,18,50
29,40,25
30,54,13
31,43,45
32,27,16
33,42,46
34,88,15
35,68,40
36,93,39
37,55,8
38,49,24
39,20,22
40,70,12
41,55,14
42,99,45
43,49,17
44,50,43
45,80,8
46,85,30
47,60,12
48,63,50
49,68,28
50,43,14
51,37,38
52,23,28
53,42,36
54,89,19
55,63,16
56,37,9
57,78,19
58,14,17
59,53,38
60,72,37
61,93,23
62,66,41
63,36,19
64,50,14
65,89,39
66,14,7
67,16,34
68,35,30
69,80,25
70,61,15
71,65,25
72,26,32
73,44,35
74,35,13
75,97,48
76,47,40
77,16,5
78,20,14
79,40,5
80,41,50
81,43,7
82,25,14
83,28,28
84,69,40
85,15,10
86,81,31
87,42,17
88,23,23
89,85,21
90,50,30
91,49,32
92,42,7
93,38,12
94,37,23
95,60,35
96,14,44
97,27,11
98,88,44
99,51,33
100,68,50
101,70,38
102,28,39
103,18,25
104,18,44
105,83,28
106,24,19
107,98,29
108,22,36
109,29,50
110,61,41
111,60,8
112,56,13
113,73,9
114,22,41
115,83,15
116,20,47
117,27,23
118,97,25
119,69,33
120,43,44
121,25,25
122,54,6
123,57,9
124,13,27
125,61,17
126,71,5
127,53,42
128,24,12
129,17,25
130,79,22
131,97,33
132,13,16
133,36,42
134,83,28
135,75,25
136,74,38
137,12,18
138,22,15
139,49,5
140,27,29
141,58,27
142,87,42
143,21,26
144,55,18
145,65,18
146,73,37
147,95,14
148,30,48
149,27,28
150,32,21
151,38,11
152,50,7
153,45,8
154,27,6
155,30,35
156,21,31
157,18,42
158,64,20
159,37,15
160,86,45
161,91,50
162,94,10
163,25,16
164,50,43
165,31,19
166,81,32
167,21,25
168,58,28
169,97,14
170,28,9
171,83,10
172,70,6
173,11,5
174,84,15
175,23,10
176,70,18
177,10,6
178,37,30
179,42,39
180,21,27
181,80,16
182,12,31
183,30,22
184,74,31
185,26,33
186,70,7
187,53,33
188,97,29
189,13,47
190,60,37
191,33,25
192,61,42
193,21,24
194,66,47
195,83,30
196,100,46
197,46,48
198,88,48
199,36,28
200,13,47
201,29,6
202,90,37
203,50,23
204,92,6
205,98,30
206,53,5
207,33,24
208,45,18
209,84,8
210,49,27
211,32,43
212,61,49
213,70,27
214,17,24
215,37,44
216,29,34
217,16,45
218,48,22
219,58,24
220,17,15
221,35,40
222,16,13
223,70,47
224,33,35
225,36,23
226,10,23
227,45,19
228,79,13
229,31,48
230,74,38
231,28,38
232,35,37
233,64,46
234,46,27
235,10,19
236,100,19
237,14,17
238,33,22
239,61,13
240,29,21
241,11,31
242,77,34
243,55,13
244,67,35
245,48,38
246,43,8
247,85,46
248,67,14
249,90,42
250,68,36
251,88,27
252,25,10
253,33,16
254,27,37
255,23,47
256,75,33
257,72,25
258,56,21
259,66,16
260,55,39
261,21,35
262,15,41
263,61,42
264,22,48
265,77,13
266,20,10
267,77,44
268,83,36
269,63,18
270,65,9
271,65,49
272,92,27
273,67,10
274,35,30
275,79,5
276,69,40
277,27,42
278,52,12
279,41,36
280,51,16
281,16,44
282,81,28
283,57,26
284,61,11
285,77,12
286,97,7
287,54,45
288,91,8
289,65,17
290,85,39
291,60,18
292,38,36
293,90,6
294,27,13
295,86,39
296,47,20
297,63,5
298,80,44
299,60,16
300,76,40
301,64,9
302,56,50
303,100,47
304,88,33
305,97,15
306,51,17
307,14,12
308,34,43
309,35,32
310,56,38
311,20,10
312,33,16
313,97,44
314,34,35
315,92,29
316,88,22
317,47,17
318,87,48
319,11,47
320,74,34
321,78,23
322,37,7
323,88,39
324,22,33
325,19,17
326,16,46
327,42,24
328,81,33
329,27,24
330,60,19
331,70,35
332,79,43
333,56,30
334,62,18
335,93,28
336,42,44
337,49,29
338,98,31
339,71,36
340,34,17
341,64,46
342,97,36
343,90,36
344,26,18
345,37,29
346,34,23
347,92,43
348,93,48
349,76,37
350,75,17
351,83,48
352,46,28
353,41,7
354,67,30
355,71,30
356,35,11
357,92,7
358,47,9
359,14,38
360,20,42
361,55,13
362,90,24
363,84,16
364,17,29
365,16,38
366,97,39
367,86,46
368,48,34
369,59,25
370,43,21
371,17,35
372,18,46
373,70,26
374,37,9
375,95,18
376,15,35
377,11,50
378,26,22
379,82,10
380,15,33
381,99,33
382,47,13
383,44,44
384,47,41
385,11,32
386,64,9
387,30,28
388,77,21
389,43,10
390,41,26
391,20,49
392,29,32
393,52,5
394,37,31
395,80,39
396,92,33
397,30,5
398,72,48
399,81,29
400,74,46
401,19,10
402,85,6
403,71,45
404,30,30
405,26,48
406,36,37
407,46,50
408,60,31
409,36,13
410,27,44
411,55,23
412,51,31
413,31,38
414,97,17
415,85,8
416,25,28
417,68,38
418,72,34
419,77,25
420,72,37
421,12,48
422,26,18
423,56,23
424,26,42
425,76,5
426,62,16
427,45,44
428,51,12
429,87,12
430,36,49
431,22,33
432,20,44
433,59,24
434,12,18
435,37,10
436,68,28
437,24,22
438,10,23
439,46,9
440,18,36
441,32,33
442,23,18
443,99,7
444,16,21
445,25,30
446,93,39
447,37,15
448,16,37
449,24,35
450,82,19
451,49,47
452,24,38
453,48,30
454,20,48
455,49,6
456,100,38
457,31,25
458,26,25
459,99,36
460,87,46
461,18,32
462,49,41
463,23,40
464,67,14
465,34,26
466,42,16
467,39,20
468,69,20
469,80,32
470,96,33
471,59,19
472,89,45
473,36,22
474,87,30
475,43,22
476,85,15
477,35,13
478,10,18
479,30,27
480,28,22
481,44,31
482,97,31
483,97,27
484,85,7
485,66,32
486,98,44
487,70,17
488,78,27
489,72,15
490,49,30
491,45,32
492,49,47
493,90,26
494,27,20
495,72,16
496,42,43
497,57,19
498,16,43
499,32,31
500,14,26
501,25,13
502,40,34
503,75,40
504,97,48
505,54,10
506,63,25
507,74,14
508,63,40
509,15,46
510,100,39
511,63,43
512,94,45
513,74,33
514,94,17
515,25,28
516,21,44
517,72,31
518,66,29
519,19,11
520,76,42
521,56,21
522,20,11
523,49,16
524,76,14
525,13,48
526,25,23
527,45,44
528,90,21
529,48,37
530,37,29
531,71,43
532,72,11
533,32,32
534,13,16
535,87,34
536,70,50
537,99,41
538,57,30
539,44,9
540,51,12
541,97,20
542,13,5
543,38,49
544,76,45
545,70,16
546,96,48
547,89,13
548,47,14
549,47,36
550,69,42
551,98,7
552,42,21
553,88,45
554,19,37
555,93,13
556,43,28
557,63,14
558,79,17
559,78,41
560,68,18
561,14,27
562,14,10
563,99,40
564,28,12
565,14,7
566,10,8
567,48,33
568,95,22
569,25,38
570,14,40
571,49,7
572,23,16
573,95,41
574,69,21
575,77,14
576,57,17
577,72,12
578,12,36
579,52,7
580,36,40
581,88,48
582,17,35
583,12,38
584,24,19
585,29,35
586,81,17
587,23,50
588,32,17
589,78,34
590,29,20
591,67,45
592,92,17
593,39,18
594,85,9
595,45,27
596,24,24
597,26,42
598,22,48
599,37,9
600,95,5
601,29,13
602,45,37
603,25,19
604,50,31
605,78,30
606,75,16
607,75,43
608,46,12
609,86,35
610,18,8
611,56,37
612,82,17
613,66,35
614,54,41
615,50,29
616,23,35
617,40,40
618,29,15
619,36,24
620,98,21
621,10,33
622,46,17
623,21,48
624,33,15
625,82,18
626,71,8
627,96,41
