Pallet,Weight,Profit
1,83,20
2,46,33
3,94,6
4,42,31
5,93,44
6,77,5
7,31,43
8,28,10
9,59,34
10,87,44
11,10,33
12,56,26
13,38,27
14,59,21
15,37,46
16,56,17
17,33,11
18,71,15
19,18,6
20,99,12
21,45,6
22,46,9
23,48,28
24,34,42
25,29,37
26,70,49
27,64,32
28,58,30
29,51,40
30,54,14
31,57,36
32,49,23
33,56,31
34,29,15
35,72,23
36,77,34
37,37,11
38,67,40
39,73,22
40,59,31
41,99,20
42,81,20
43,44,13
44,66,38
45,54,17
46,19,49
47,51,15
48,100,40
49,75,10
50,35,43
51,58,31
52,14,20
53,88,44
54,24,21
55,19,14
56,25,12
57,82,13
58,15,6
59,71,31
60,91,21
61,98,23
62,90,46
63,100,45
64,30,43
65,58,6
66,95,6
67,66,29
68,48,46
69,76,48
70,53,41
71,41,9
72,82,27
73,28,30
74,17,11
75,75,38
76,82,10
77,65,20
78,61,49
79,77,25
80,40,43
81,39,40
82,58,15
83,77,36
84,56,39
85,90,18
86,75,36
87,47,30
88,90,38
89,81,46
90,12,27
91,85,16
92,61,36
93,38,46
94,12,46
95,78,19
96,36,49
97,97,45
98,92,6
99,99,34
100,19,22
101,52,20
102,80,23
103,32,19
104,31,16
105,41,17
106,73,43
107,50,31
108,33,26
109,76,49
110,32,49
111,93,10
112,92,32
113,32,9
114,13,24
115,51,44
116,64,8
117,34,13
118,66,34
119,60,34
120,47,23
121,63,16
122,30,25
123,86,47
124,83,30
125,99,50
126,59,8
127,43,30
128,20,32
129,10,40
130,99,11
131,66,17
132,40,37
133,77,24
134,62,22
135,31,32
136,67,41
137,41,45
138,35,5
139,44,42
140,97,48
141,57,21
142,16,18
143,33,45
144,50,17
145,72,32
146,73,41
147,44,11
148,71,18
149,40,43
150,41,30
151,37,31
152,24,37
153,67,33
154,63,18
155,78,16
156,13,8
157,71,38
158,40,33
159,57,18
160,57,8
161,56,17
162,31,11
163,79,46
164,46,40
165,31,5
166,63,20
167,80,38
168,63,25
169,41,21
170,84,40
171,23,15
172,87,18
173,16,23
174,54,38
175,54,25
176,34,6
177,39,48
178,28,12
179,57,15
180,67,46
181,10,31
182,94,10
183,45,49
184,78,37
185,16,41
186,84,38
187,89,17
188,33,29
189,10,16
190,27,33
191,29,47
192,58,27
193,75,16
194,20,6
195,14,7
196,15,47
197,73,27
198,54,20
199,63,27
200,87,7
201,75,12
202,68,23
203,24,48
204,45,13
205,29,9
206,34,26
207,28,38
208,62,15
209,17,46
210,47,19
211,82,38
212,64,23
213,64,28
214,45,6
215,59,9
216,57,28
217,84,6
218,53,44
219,15,9
220,39,34
221,65,18
222,99,20
223,66,36
224,16,30
225,76,16
226,39,39
227,84,18
228,30,10
229,24,8
230,17,20
231,87,13
232,13,9
233,35,32
234,100,17
235,47,5
236,78,10
237,66,20
238,55,12
239,91,24
240,99,43
241,51,18
242,96,28
243,88,12
244,70,48
245,87,40
246,76,7
247,71,29
248,86,10
249,20,33
250,50,22
251,32,24
252,46,22
253,55,17
254,22,15
255,20,40
256,98,33
257,53,33
258,90,18
259,80,13
260,68,23
261,77,15
262,50,23
263,34,47
264,68,9
265,88,13
266,93,10
267,38,37
268,43,45
269,51,13
270,22,20
271,20,38
272,88,13
273,81,48
274,15,39
275,96,10
276,46,44
277,99,10
