Pallet,Weight,Profit
1,85,12
2,48,14
3,40,34
4,38,36
5,92,14
6,52,24
7,43,30
8,62,47
9,59,27
10,58,36
11,89,19
12,36,23
13,69,12
14,47,31
15,59,29
16,64,32
17,58,50
18,98,23
19,22,27
20,54,12
21,14,14
22,29,33
23,52,40
24,20,49
25,94,47
26,87,20
27,53,7
28,80,10
29,82,26
30,56,43
31,34,42
32,46,42
33,12,17
34,11,46
35,73,47
36,57,26
37,60,14
38,76,44
39,100,30
40,16,26
41,86,17
42,50,49
43,72,13
44,42,49
45,34,34
46,64,10
47,92,48
48,21,18
49,17,18
50,50,47
51,94,24
52,56,19
53,100,43
54,58,6
55,65,50
56,13,41
57,12,29
58,62,22
59,92,29
60,73,16
61,48,13
62,81,31
63,76,7
64,71,44
65,60,38
66,74,17
67,21,44
68,67,9
69,74,50
70,82,22
71,42,49
72,52,40
73,23,28
74,54,42
75,93,36
76,37,40
77,12,32
78,84,31
79,87,42
80,91,19
81,48,18
82,97,10
83,25,27
84,17,18
85,74,25
86,71,6
87,39,50
88,18,40
89,85,36
90,39,35
91,37,24
92,62,32
93,83,38
94,96,50
95,76,20
96,46,42
97,23,21
98,59,44
99,66,12
100,54,46
101,66,38
102,88,49
103,70,10
104,72,23
105,49,21
106,26,50
107,29,44
108,16,35
109,52,26
110,69,48
111,83,34
112,43,36
113,65,48
114,43,10
115,93,26
116,14,9
117,98,50
118,70,6
119,79,37
120,48,29
121,20,45
122,59,40
123,58,30
124,43,35
125,99,12
126,26,46
127,21,16
128,34,25
129,64,39
130,100,36
131,59,19
132,81,29
133,18,6
134,53,37
135,29,11
136,29,7
137,83,37
138,100,17
139,72,45
140,85,49
141,58,20
142,19,36
143,79,29
144,28,46
145,29,47
146,41,15
147,65,49
148,30,45
149,83,49
150,26,46
151,38,43
152,57,16
153,10,22
154,50,46
155,74,23
156,72,20
157,73,13
158,67,14
159,45,11
160,96,19
161,50,15
162,46,35
163,46,42
164,56,13
165,79,10
166,100,11
167,33,47
168,42,10
169,20,25
170,12,41
171,71,50
172,82,18
173,42,37
174,99,5
175,81,45
176,35,49
177,17,48
178,95,30
179,21,32
180,44,34
181,48,49
182,36,50
183,25,45
184,28,43
185,62,30
186,58,28
187,45,11
188,46,13
189,94,16
190,50,25
191,70,42
192,11,6
193,12,48
194,18,8
195,76,27
196,90,8
197,99,42
198,34,38
199,91,19
200,73,20
201,22,31
202,87,30
203,87,45
204,14,29
205,65,21
206,25,21
207,60,41
208,14,25
209,33,13
210,48,14
211,62,24
212,87,42
213,94,27
214,50,22
215,46,33
216,82,5
217,70,43
218,39,47
219,86,46
220,23,8
221,37,24
222,39,47
223,62,12
224,19,21
225,67,10
226,69,30
227,69,33
228,27,25
229,19,44
230,66,33
231,54,6
232,49,36
233,46,11
234,69,47
235,65,36
236,58,34
237,54,43
238,73,12
239,20,31
240,37,44
241,42,9
242,21,28
243,36,34
244,79,43
245,23,20
246,24,40
247,83,22
248,69,26
249,61,16
250,63,34
251,71,13
252,86,36
253,91,24
254,11,27
255,53,43
256,76,41
257,26,19
258,98,23
259,35,20
260,98,23
261,92,46
262,21,39
263,42,18
264,86,17
265,56,31
266,45,30
267,82,36
268,83,18
269,25,19
270,29,18
271,63,6
272,95,7
273,96,6
274,41,48
275,48,32
276,94,13
277,57,48
278,37,29
279,71,32
280,53,50
281,11,45
282,74,25
283,34,13
284,55,26
285,11,5
286,13,33
287,24,44
288,54,33
289,62,43
