Pallet,Weight,Profit
1,83,24
2,83,8
3,27,32
4,51,24
5,28,26
6,57,50
7,91,32
8,51,21
9,30,39
10,51,49
11,31,12
12,47,35
13,85,13
14,53,25
15,33,17
16,48,13
17,67,35
18,86,45
19,58,33
20,86,36
21,10,21
22,35,9
23,78,38
24,71,13
25,97,27
26,20,46
27,38,12
28,98,46
29,88,30
30,84,29
31,75,26
32,24,9
33,23,29
34,80,13
35,39,44
36,87,40
37,61,48
38,30,21
39,52,46
40,20,44
41,53,43
42,13,35
43,79,21
44,71,23
45,89,43
46,99,23
47,11,43
48,38,31
49,21,44
50,35,38
51,36,34
52,93,36
53,13,19
54,23,9
55,76,27
56,72,35
57,17,34
58,23,44
59,39,34
60,53,44
61,62,49
62,31,15
63,53,42
64,85,19
65,49,36
66,89,36
67,55,28
68,18,30
69,78,5
70,44,31
71,58,25
72,95,45
73,88,11
74,99,43
75,89,20
76,12,6
77,25,12
78,35,36
79,47,10
80,76,46
81,85,29
82,86,47
83,46,34
84,67,9
85,92,20
86,96,46
87,30,42
88,28,27
89,12,28
90,73,36
91,68,22
92,36,15
93,21,39
94,48,22
95,74,6
96,95,7
97,72,48
98,25,40
99,69,29
100,25,11
101,71,49
102,43,29
103,63,6
104,83,17
105,83,12
106,45,7
107,36,32
108,15,44
109,51,25
110,87,36
111,80,19
112,81,10
113,32,13
114,34,32
115,54,50
116,96,6
117,72,27
118,80,33
119,94,15
120,77,9
121,11,6
122,73,11
123,32,16
124,55,5
125,56,10
126,26,46
127,92,50
128,16,14
129,71,19
130,53,30
131,79,14
132,65,23
133,35,5
134,50,26
135,48,6
136,75,33
137,69,39
138,72,48
139,18,45
140,48,7
141,44,20
142,55,45
143,15,31
144,79,14
145,19,45
146,37,31
147,84,18
148,83,36
149,16,42
150,50,24
151,17,16
152,23,32
153,32,11
154,43,23
155,55,30
156,70,40
157,56,37
158,74,26
159,83,28
160,26,9
161,75,23
162,34,44
163,69,18
164,50,12
165,60,22
166,59,28
167,16,26
168,25,7
169,55,48
170,27,32
171,94,19
172,41,43
173,65,18
174,42,36
175,79,21
176,38,37
177,23,24
178,100,50
179,81,10
180,60,39
181,58,48
182,63,6
183,17,44
184,36,6
185,67,15
186,81,43
187,58,34
188,54,13
189,94,21
190,93,25
191,86,35
192,18,36
193,48,23
194,80,36
195,81,20
196,73,19
197,81,15
198,45,9
199,61,32
200,60,8
201,16,40
202,77,11
203,27,50
204,54,13
205,99,29
206,100,49
207,23,26
208,92,12
209,67,40
210,71,11
211,97,24
212,14,29
213,26,20
214,76,31
215,92,42
216,82,9
217,69,23
218,14,46
219,54,8
220,37,18
221,72,22
222,22,23
223,61,43
224,46,36
225,18,8
226,68,13
227,26,18
228,47,26
229,38,34
230,23,14
231,16,45
232,82,6
233,20,7
234,87,50
235,33,27
236,98,46
237,76,22
238,11,26
239,100,21
240,19,35
241,12,22
242,73,46
243,44,43
244,62,30
245,97,34
246,47,14
247,13,34
248,51,47
249,58,28
250,99,33
251,84,16
252,14,18
253,92,37
254,68,41
255,47,49
256,24,14
257,27,42
258,34,29
259,44,17
260,27,14
261,26,28
262,48,48
263,57,16
264,64,12
265,91,10
266,38,44
267,16,41
268,16,33
269,89,15
270,28,48
271,68,22
272,81,29
273,98,44
274,26,13
275,77,48
276,68,36
277,57,50
