Pallet,Weight,Profit
1,95,35
2,33,27
3,86,46
4,62,46
5,97,32
6,28,15
7,83,44
8,12,11
9,10,18
10,91,34
11,86,17
12,59,26
13,88,42
14,79,40
15,48,45
16,83,13
17,94,45
18,76,25
19,29,13
20,81,24
21,15,12
22,29,46
23,70,24
24,97,19
25,69,10
26,54,30
27,95,13
28,90,35
29,35,44
30,100,40
31,48,12
32,51,30
33,52,15
34,98,24
35,38,19
36,12,41
37,57,29
38,72,35
39,73,31
40,71,47
41,92,27
42,90,24
43,88,18
44,19,33
45,65,34
46,64,17
47,35,9
48,33,45
49,37,31
50,79,20
51,95,48
52,86,46
53,67,15
54,87,24
55,92,46
56,10,6
57,27,16
58,62,30
59,46,24
60,14,14
61,87,9
62,69,37
63,42,34
64,91,28
65,69,17
66,21,5
67,42,42
68,80,5
69,86,46
70,64,19
71,70,12
72,37,28
73,37,29
74,14,11
75,72,45
76,95,43
77,100,38
78,22,27
79,91,9
80,94,38
81,88,18
82,80,50
83,96,6
84,58,50
85,49,27
86,41,44
87,58,30
88,98,29
89,28,41
90,41,44
91,64,42
92,47,36
93,98,38
94,44,38
95,77,18
96,19,33
97,63,41
98,95,12
99,14,28
100,17,12
101,27,8
102,17,38
103,42,32
104,36,30
105,45,22
106,30,24
107,78,27
108,97,20
109,61,38
110,80,23
111,58,24
112,68,34
113,88,5
114,28,38
115,87,25
116,100,42
117,33,23
118,79,15
119,39,16
120,60,33
121,17,28
122,54,40
123,90,40
124,32,7
125,30,8
126,86,22
127,58,32
128,89,42
129,80,7
130,25,50
131,16,49
132,36,45
133,27,10
134,51,37
135,98,11
136,90,42
137,24,14
138,56,39
139,37,25
140,83,39
141,60,20
142,34,5
143,100,34
144,83,38
145,48,25
146,95,22
147,35,34
148,59,20
149,56,42
150,93,47
151,72,22
152,40,40
153,20,42
154,79,17
155,80,49
156,56,41
157,67,18
158,18,7
159,74,15
160,41,49
161,42,32
162,42,10
163,20,26
164,39,19
165,14,23
166,47,30
167,94,5
168,85,15
169,99,33
170,49,49
171,42,45
172,92,27
173,35,50
174,45,32
175,95,14
176,19,37
177,10,9
178,14,39
179,25,36
180,46,20
181,81,40
182,46,20
183,99,25
184,65,45
185,82,8
186,28,18
187,83,46
188,14,32
189,37,8
190,70,24
191,99,49
192,40,16
193,22,8
194,30,21
195,26,9
196,18,10
197,89,43
198,88,43
199,93,18
200,79,46
201,50,48
202,26,24
203,20,39
204,45,32
205,74,10
206,53,43
207,82,50
208,99,16
209,24,17
210,42,5
211,97,12
212,41,19
213,49,14
214,65,35
215,60,16
216,55,48
217,10,29
218,45,37
219,61,10
220,43,43
221,13,36
222,63,29
223,47,22
224,26,28
225,50,32
226,99,28
227,69,28
228,37,37
229,89,7
230,68,23
231,10,6
232,20,25
233,19,35
234,93,38
235,65,37
236,63,13
237,96,45
238,17,29
239,10,30
240,79,47
241,11,15
242,67,14
243,85,6
244,70,26
245,39,45
246,27,36
247,57,20
248,32,47
249,11,12
250,84,13
251,51,37
252,45,32
253,61,10
254,98,46
255,51,29
256,72,28
257,67,28
258,15,23
259,91,37
260,35,20
261,60,19
262,56,32
263,69,28
264,67,11
265,75,33
266,86,13
267,62,28
268,99,9
269,10,11
270,38,12
271,87,17
272,32,43
273,20,39
274,55,10
275,94,17
276,81,34
277,94,39
278,68,47
279,98,6
280,60,17
281,22,6
282,44,34
283,15,19
284,75,41
285,91,10
286,40,27
287,66,13
288,89,15
289,67,44
290,59,27
291,85,5
292,88,27
293,26,37
294,56,38
295,86,35
296,48,45
297,16,13
298,42,13
299,88,6
300,57,17
301,43,27
302,47,39
303,16,9
304,96,5
305,17,5
306,68,38
307,84,5
308,24,33
309,41,35
310,66,23
311,20,21
312,92,33
313,29,49
314,47,25
315,37,9
316,33,39
317,64,7
318,98,13
319,100,21
320,41,8
321,42,41
322,64,39
323,53,24
324,55,40
325,81,17
326,98,40
327,35,12
328,33,43
329,48,38
330,62,38
331,25,6
332,16,50
333,39,12
334,21,25
335,96,37
336,44,41
337,45,36
338,21,30
339,31,47
340,64,9
341,89,36
342,34,7
343,50,45
344,56,24
345,25,23
346,31,29
347,93,39
348,87,28
349,27,27
350,57,21
351,87,32
352,87,29
353,97,34
354,66,35
355,41,31
356,19,41
357,42,38
358,41,36
359,40,42
360,47,33
361,48,23
362,37,22
363,56,8
364,12,43
365,26,38
366,66,8
367,36,14
368,10,37
369,34,42
370,98,19
371,96,13
372,92,5
373,74,12
374,10,40
375,81,44
376,82,43
377,80,18
378,86,27
379,20,48
380,65,47
381,76,25
382,42,31
383,100,18
384,94,43
385,12,32
386,48,7
387,53,42
388,34,20
389,80,36
390,18,39
391,46,8
392,62,41
393,99,32
394,16,20
395,48,15
396,60,37
397,42,22
398,33,28
399,32,48
400,34,26
401,13,26
402,16,31
403,30,42
404,75,50
405,69,24
406,26,38
407,76,34
408,37,44
409,57,12
410,24,12
411,62,27
412,41,32
413,13,40
414,79,6
415,78,41
416,80,32
417,95,33
418,12,45
419,94,20
420,84,13
421,30,6
422,87,47
423,34,7
424,16,29
425,16,18
426,95,16
427,87,27
428,85,48
429,23,21
430,73,5
431,22,46
432,28,22
433,53,40
434,72,5
435,25,43
