Pallet,Weight,Profit
1,18,48
2,73,24
3,25,33
4,55,21
5,35,29
6,31,50
7,68,22
8,91,23
9,95,32
10,71,19
11,52,36
12,63,13
13,59,48
14,20,37
15,85,12
16,63,31
17,35,48
18,64,10
19,45,46
20,96,48
21,78,5
22,53,9
23,48,27
24,85,12
25,68,17
26,67,9
27,43,29
28,95,37
29,12,30
30,59,38
31,45,26
32,78,9
33,49,48
34,21,48
35,96,41
36,82,27
37,29,28
38,88,16
39,66,26
40,16,26
41,11,41
42,53,10
43,96,36
44,46,19
45,88,7
46,93,36
47,80,44
48,30,30
49,54,49
50,85,28
51,56,41
52,53,11
53,12,43
54,55,38
55,44,6
56,71,27
57,93,17
58,22,30
59,10,45
60,39,16
61,71,48
62,51,23
63,97,15
64,98,34
65,16,44
66,57,29
67,74,19
68,97,43
69,57,22
70,26,15
71,50,48
72,54,46
73,94,27
74,19,6
75,67,43
76,37,48
77,84,44
78,82,14
79,94,21
80,91,35
81,91,15
82,28,18
83,80,39
84,43,37
85,100,50
86,95,21
87,23,14
88,30,17
89,38,17
90,11,31
91,23,21
92,29,45
93,79,33
94,59,25
95,54,12
96,77,24
97,76,44
98,35,33
99,18,38
100,35,14
101,82,42
102,50,43
103,68,22
104,34,10
105,18,11
106,72,26
107,51,49
108,97,35
109,89,14
110,57,34
111,83,31
112,44,36
113,41,32
114,91,47
115,37,29
116,86,39
117,16,23
118,13,35
119,75,13
120,20,41
121,40,6
122,77,9
123,20,5
124,98,13
125,67,11
126,24,47
127,57,35
128,68,10
129,57,22
130,70,12
131,26,9
132,25,9
133,50,49
134,16,17
135,29,20
136,43,9
137,92,8
138,61,24
139,75,9
140,62,46
141,89,50
142,13,39
143,82,21
144,49,48
145,79,5
146,64,25
147,37,40
148,19,19
149,85,20
150,23,14
151,73,26
152,33,35
153,32,20
154,66,28
155,42,18
156,48,50
157,38,16
158,25,33
159,64,23
160,80,42
161,14,41
162,54,14
163,36,6
164,65,43
165,69,32
166,97,41
167,71,42
168,68,40
169,37,22
170,50,32
171,88,39
172,93,9
173,79,32
174,97,7
175,82,40
176,67,10
177,33,42
178,15,8
179,98,41
180,39,16
181,44,34
182,24,21
183,45,21
184,91,45
185,54,42
186,92,8
187,72,5
188,56,43
189,67,22
190,84,8
191,11,27
192,78,6
193,26,12
194,26,27
195,88,31
196,41,31
197,37,25
198,87,41
199,91,19
200,56,39
201,54,7
202,18,43
203,64,12
204,22,45
205,40,27
206,43,47
207,76,7
208,39,23
209,60,16
210,37,43
211,45,27
212,50,21
213,53,41
214,42,48
215,78,42
216,43,40
217,46,48
218,57,30
219,58,20
220,85,14
221,49,46
222,78,11
223,59,15
224,94,18
225,46,6
226,53,12
227,83,8
228,88,40
229,93,7
230,49,19
231,72,5
232,71,27
233,89,46
234,24,42
235,23,7
236,45,22
237,79,19
238,100,37
239,34,7
240,66,17
241,37,24
242,36,5
243,40,24
244,87,33
245,45,11
246,23,29
247,11,28
248,78,22
249,70,43
250,54,21
251,13,50
252,94,10
253,87,18
254,49,5
255,32,43
256,43,36
257,76,12
258,44,41
259,85,25
260,36,31
261,21,20
262,78,27
263,26,19
264,11,20
265,64,25
266,53,10
267,83,25
268,32,45
269,53,42
270,28,36
271,81,6
272,64,32
273,25,14
274,40,26
275,57,30
276,45,32
277,70,30
278,15,48
279,62,8
280,26,34
281,28,45
282,34,17
283,14,29
284,93,45
285,66,37
286,22,10
287,18,33
288,65,7
289,55,21
290,65,19
291,10,31
292,51,42
293,62,44
294,35,30
295,73,34
296,82,5
297,27,38
298,30,45
299,93,20
300,90,37
