Pallet,Weight,Profit
1,35,42
2,61,14
3,26,24
4,77,32
5,48,42
6,67,41
7,40,23
8,51,20
9,26,43
10,65,7
11,98,6
12,29,50
13,32,7
14,92,35
15,62,47
16,43,23
17,70,7
18,38,37
19,14,33
20,59,26
21,28,6
22,69,40
23,44,37
24,77,30
25,76,48
26,15,24
27,50,33
28,45,35
29,14,35
30,11,20
31,15,47
32,21,50
33,33,20
34,63,37
35,78,33
36,22,50
37,81,30
38,93,25
39,39,41
40,74,23
41,12,49
42,52,23
43,99,39
44,38,29
45,67,23
46,77,49
47,84,28
48,62,25
49,61,37
50,81,10
51,19,42
52,11,27
53,56,33
54,49,9
55,60,21
56,92,40
57,62,14
58,16,5
59,23,22
60,73,21
61,41,27
62,73,41
63,55,42
64,33,38
65,30,8
66,95,14
67,30,9
68,36,26
69,74,11
70,27,49
71,38,37
72,25,37
73,16,37
74,67,22
75,10,6
76,38,35
77,92,14
78,14,36
79,73,19
80,37,33
81,59,41
82,63,31
83,77,7
84,83,18
85,55,26
86,76,36
87,35,16
88,18,29
89,46,24
90,40,42
91,73,32
92,60,30
93,66,22
94,80,10
95,48,43
96,39,21
97,70,37
98,47,9
99,72,27
100,92,32
101,50,26
102,52,30
103,22,8
104,79,7
105,64,10
106,91,14
107,60,21
108,70,36
109,21,43
110,37,6
111,67,35
112,32,21
113,41,19
114,17,33
115,98,47
116,42,25
117,75,11
118,43,41
119,55,27
120,93,42
121,79,46
122,43,10
123,64,33
124,78,34
125,63,47
126,14,36
127,55,38
128,60,44
129,82,37
130,64,27
131,83,38
132,92,20
133,20,16
134,32,39
135,74,35
136,89,29
137,89,30
138,61,16
139,16,48
140,63,30
141,60,24
142,81,13
143,81,45
144,92,28
145,80,44
146,32,5
147,97,7
148,22,20
149,49,47
150,25,22
151,61,11
152,96,32
153,92,37
154,40,26
155,37,19
156,27,14
157,78,46
158,23,23
159,46,31
160,84,14
161,27,28
162,79,43
163,25,15
164,65,14
165,88,30
166,18,47
167,87,31
168,29,7
169,52,29
170,95,45
171,11,5
172,90,5
173,83,30
174,44,39
175,79,15
176,82,6
177,34,11
178,41,11
179,93,19
180,68,21
181,51,35
182,69,30
183,34,29
184,57,31
185,33,32
186,14,8
187,92,45
188,73,46
189,89,38
190,78,6
191,25,24
192,41,48
193,15,28
194,67,25
195,92,24
196,32,6
197,63,22
198,26,17
199,84,13
200,79,14
201,64,15
202,59,20
203,12,5
204,37,29
205,12,44
206,47,40
207,42,17
208,88,38
209,71,12
210,64,10
211,18,12
212,84,8
213,69,34
214,45,23
215,58,45
216,35,26
217,63,50
218,45,26
219,29,16
220,80,26
221,86,9
222,43,41
223,32,8
224,76,43
225,38,18
226,31,26
227,55,48
228,67,35
229,86,20
230,28,18
231,48,25
232,55,28
233,60,33
234,79,43
235,87,40
236,74,39
237,38,29
238,37,38
239,80,33
240,23,8
241,100,14
242,56,40
243,99,17
244,37,8
245,47,36
246,60,11
247,92,39
248,75,14
249,99,12
250,20,10
251,16,22
252,43,44
253,46,11
254,14,11
255,98,23
256,10,47
257,31,49
258,51,32
259,39,30
260,75,15
261,42,38
262,90,43
263,33,35
264,80,38
265,90,22
266,69,27
267,65,28
268,53,8
269,92,34
270,68,7
271,91,44
272,74,7
273,12,16
274,52,43
275,88,38
276,33,13
277,46,24
278,25,36
279,95,17
280,94,6
281,44,8
282,35,12
283,100,27
284,49,33
285,18,6
286,43,19
287,31,49
288,45,48
289,52,26
290,99,42
291,88,37
292,81,9
293,74,48
294,78,16
295,85,45
296,37,25
297,88,41
298,99,22
299,69,18
300,47,22
301,50,28
302,68,35
303,98,38
304,53,44
305,54,10
306,29,8
307,64,23
308,80,13
309,26,23
310,94,44
311,84,48
312,62,21
313,71,5
314,24,32
315,47,7
316,10,20
317,17,23
318,23,20
319,21,24
320,68,11
321,89,11
322,19,34
323,21,31
324,51,41
325,31,37
326,65,7
327,63,33
328,80,37
329,32,46
330,64,14
331,28,21
332,92,50
333,96,21
334,74,12
335,87,41
336,71,37
337,11,32
338,18,20
339,31,31
340,65,30
341,15,49
342,55,14
343,70,31
344,86,32
345,85,7
346,20,30
347,46,25
348,75,7
349,51,47
350,13,43
351,69,25
352,39,8
353,62,50
354,98,8
355,100,12
356,71,34
357,71,45
358,45,38
359,51,8
360,26,36
361,35,28
362,78,50
363,83,47
364,93,12
365,97,35
366,21,44
367,61,45
368,99,49
369,33,18
370,17,6
371,93,35
372,68,50
373,78,33
374,36,48
375,36,6
376,24,48
