Pallet,Weight,Profit
1,65,32
2,19,14
3,12,11
4,60,32
5,100,47
6,92,44
7,71,6
8,48,24
9,64,35
10,80,36
11,78,24
12,40,43
13,26,20
14,82,5
15,100,20
16,70,32
17,72,5
18,48,41
19,32,36
20,96,27
21,17,43
22,12,10
23,11,34
24,10,50
25,69,30
26,63,29
27,83,31
28,44,27
29,21,25
30,36,22
31,96,41
32,74,46
33,100,12
34,100,21
35,96,27
36,97,23
37,56,18
38,38,30
39,96,27
40,12,43
41,89,50
42,21,10
43,20,44
44,91,11
45,47,36
46,89,37
47,72,50
48,100,29
49,93,5
50,91,36
51,10,19
52,94,39
53,48,13
54,87,27
55,90,44
56,46,28
57,26,37
58,15,21
59,72,36
60,86,7
61,39,12
62,79,47
63,100,21
64,39,48
65,85,46
66,85,31
67,12,50
68,12,26
69,31,40
70,94,34
71,16,6
72,43,33
73,56,10
74,64,17
75,27,41
76,90,40
77,49,40
78,11,35
79,35,37
80,96,24
81,28,12
82,91,50
83,10,43
84,13,16
85,22,17
86,79,45
87,44,11
88,21,50
89,63,33
90,50,24
91,89,26
92,33,19
93,76,8
94,56,31
95,39,41
96,27,43
97,70,28
98,86,23
99,42,27
100,45,42
101,70,13
102,33,5
103,42,16
104,51,38
105,23,30
106,47,14
107,86,9
108,71,18
109,47,10
110,88,31
111,17,15
112,100,17
113,79,9
114,64,10
115,22,34
116,92,24
117,64,33
118,94,48
119,24,27
120,26,18
121,66,21
122,41,39
123,51,28
124,22,23
125,59,6
126,92,29
127,83,17
128,28,21
129,28,8
130,60,39
131,87,41
132,81,46
133,80,18
134,66,8
135,27,28
136,55,16
137,92,43
138,26,18
139,45,38
140,45,9
141,17,31
142,62,40
143,33,11
144,22,41
145,33,36
146,83,42
147,22,39
148,61,26
149,86,38
150,71,45
151,20,16
152,12,18
153,30,5
154,49,23
155,44,36
156,83,46
157,54,25
158,75,46
159,90,39
160,13,37
161,15,17
162,13,9
163,72,34
164,48,7
165,33,10
166,99,38
167,58,45
168,30,22
169,24,10
170,85,6
171,12,6
172,15,46
173,42,33
174,23,17
175,78,29
176,93,6
177,33,40
178,100,33
179,63,39
180,21,9
181,29,8
182,33,16
183,81,7
184,32,46
185,24,40
186,17,7
187,51,12
188,57,33
189,83,19
190,78,6
191,75,32
192,77,10
193,58,11
194,65,24
195,55,43
196,24,17
197,18,14
198,82,29
199,89,19
200,57,8
201,16,17
202,86,31
203,18,22
204,31,35
205,78,9
206,60,21
207,47,32
208,56,34
209,38,36
210,90,11
211,88,11
212,19,50
213,84,40
214,90,19
215,24,19
216,66,11
217,44,11
218,48,8
219,27,37
220,96,42
221,42,48
222,49,50
223,50,48
224,52,31
225,59,11
226,32,28
227,32,15
228,83,26
229,97,50
230,50,9
231,85,30
232,25,6
233,17,29
234,95,39
235,18,17
236,25,45
237,78,33
238,50,41
239,37,30
240,18,9
241,16,30
242,98,17
243,81,44
244,100,32
245,62,28
246,42,28
247,43,10
248,26,36
249,86,7
250,84,13
251,13,12
252,34,44
253,29,46
254,40,38
255,19,45
256,80,39
257,63,30
258,58,18
259,100,12
260,59,32
261,72,44
262,66,50
263,92,19
264,89,6
265,50,12
266,22,26
267,28,22
268,62,43
269,32,37
270,40,40
271,57,5
272,97,19
273,10,38
274,39,33
275,98,7
276,66,20
277,11,18
278,81,12
279,17,47
280,68,49
281,77,42
282,71,44
283,28,29
284,59,31
285,32,46
286,16,38
287,60,6
288,66,24
289,59,10
290,98,23
291,80,33
292,25,23
293,48,27
294,45,19
295,91,12
296,44,37
297,72,32
298,41,28
299,74,36
300,32,37
301,41,28
302,65,25
303,30,42
304,79,23
305,20,45
306,71,28
307,31,12
308,92,14
309,35,25
310,79,26
311,36,9
312,54,7
313,71,23
314,54,36
315,11,43
316,36,16
317,68,14
318,24,17
319,97,25
320,41,5
321,58,34
322,54,45
323,40,46
324,47,23
325,73,26
326,72,24
327,98,35
328,68,34
329,97,37
330,29,9
331,50,10
332,77,35
333,96,34
334,97,5
335,91,38
336,32,10
337,16,11
338,94,40
339,61,25
340,44,28
341,18,47
342,25,28
343,70,7
344,58,39
345,12,37
346,56,28
347,90,5
348,48,15
349,49,33
350,43,27
351,19,27
352,60,31
353,99,44
354,84,10
355,96,17
356,74,41
357,88,42
358,44,32
359,80,47
360,37,43
361,83,44
362,20,25
363,64,15
364,70,11
365,91,18
366,33,35
367,50,17
368,65,14
369,97,45
370,94,50
371,47,43
372,30,32
373,60,44
374,45,48
375,25,7
376,31,30
377,39,32
378,100,26
379,29,39
380,83,46
381,62,50
382,67,24
383,19,39
384,98,39
385,10,9
386,55,28
387,93,10
388,97,38
389,96,33
390,35,6
391,50,40
392,93,41
393,27,33
394,98,11
395,46,25
396,45,34
397,71,7
398,82,17
399,73,14
400,55,12
401,43,31
402,100,38
403,93,21
404,100,9
405,89,40
406,80,40
407,71,32
408,23,38
409,47,47
410,48,28
411,26,19
412,89,31
413,27,25
414,100,29
415,16,25
416,22,41
417,27,32
418,100,8
419,82,47
420,24,31
421,90,45
422,92,40
423,70,11
424,48,10
425,78,7
426,64,39
427,88,16
428,83,22
429,97,45
430,29,26
431,97,23
432,36,29
433,53,49
434,53,29
435,25,19
436,59,30
437,86,18
438,58,18
439,96,21
440,31,23
441,57,9
442,19,41
443,36,42
444,83,39
445,89,23
446,90,45
447,44,18
448,34,24
449,86,24
450,94,43
451,18,36
452,67,10
453,51,50
454,88,49
455,36,29
456,45,31
457,48,41
458,78,46
459,42,8
460,59,23
461,28,47
462,51,32
463,30,18
464,29,35
465,40,44
466,98,46
467,28,45
468,87,50
469,30,33
470,59,12
471,62,17
472,10,50
473,19,26
474,77,21
475,28,10
476,58,11
477,66,31
478,10,26
479,51,42
480,33,32
481,77,13
482,40,49
483,90,20
484,77,32
485,57,40
486,53,11
487,41,44
488,99,47
489,93,47
490,35,37
491,27,32
492,86,26
493,32,15
494,47,33
495,79,12
496,40,13
497,21,34
498,68,49
499,97,12
500,81,19
501,32,46
502,99,34
503,63,30
504,10,48
505,19,7
506,41,46
507,95,41
508,35,24
509,17,28
510,43,8
511,98,28
512,82,15
513,18,6
514,40,31
515,70,9
516,73,37
517,24,47
518,68,41
519,54,36
520,38,19
521,10,46
522,92,49
523,76,31
524,14,14
525,28,20
526,58,41
527,59,10
528,72,26
529,48,17
530,82,47
531,53,41
532,12,11
533,31,49
534,36,8
535,89,23
536,41,35
537,39,44
538,30,42
539,17,45
540,51,40
541,99,25
542,71,16
543,37,32
544,38,49
545,65,9
546,92,41
547,68,8
548,26,48
549,36,48
550,59,32
551,37,34
552,95,17
553,22,25
554,66,22
555,74,46
556,33,49
557,84,14
558,26,44
559,27,43
560,64,7
561,92,14
562,89,25
563,17,5
564,46,26
565,23,27
566,52,24
567,68,40
568,86,18
569,75,16
570,78,22
571,43,30
572,83,33
573,21,45
574,73,8
575,78,7
576,52,28
577,58,33
578,69,45
579,13,5
580,53,10
581,66,45
582,24,17
583,23,48
584,16,10
585,76,50
586,40,30
587,19,25
588,49,6
589,74,21
590,22,13
591,82,48
592,97,33
593,78,9
594,12,15
595,54,20
596,72,25
597,42,29
598,79,29
599,10,38
600,61,5
601,61,32
602,48,5
603,74,16
604,64,31
605,46,22
606,12,9
607,84,9
608,84,29
609,45,20
610,80,49
611,89,43
612,36,44
613,86,28
614,23,25
615,100,45
616,60,27
617,64,37
618,87,41
619,47,33
620,57,34
621,35,13
622,72,49
623,43,9
624,86,45
625,43,22
626,98,47
627,53,35
628,35,36
629,66,18
630,72,9
631,67,14
632,64,30
633,33,37
634,48,25
635,38,45
636,94,16
637,93,45
638,24,8
639,38,10
640,18,30
641,37,38
642,69,9
643,14,21
644,90,43
645,93,8
646,100,16
647,90,31
648,24,7
649,38,33
650,75,24
651,71,47
652,69,41
653,47,30
654,14,27
655,32,41
656,25,29
657,44,25
658,35,23
659,51,12
660,56,24
661,78,26
662,84,36
663,85,42
664,90,16
665,44,34
666,81,34
667,63,47
668,32,32
669,84,37
670,24,10
671,58,16
672,57,33
673,57,35
674,49,42
675,23,43
676,41,34
677,23,34
678,54,8
679,80,39
680,40,47
681,83,41
682,77,41
683,25,30
684,14,23
685,48,47
686,27,12
687,56,16
688,27,38
689,52,43
690,42,18
691,96,40
692,80,47
693,35,14
694,98,37
695,66,17
696,40,31
697,53,38
698,11,9
699,90,30
700,64,22
701,33,27
702,67,40
703,93,14
704,62,48
705,81,8
706,25,46
707,36,37
708,82,15
709,69,48
710,93,9
711,12,28
712,96,18
713,47,17
714,74,7
715,52,42
716,31,12
717,23,28
718,88,9
719,72,46
720,46,5
721,75,13
722,87,17
723,84,23
724,97,23
725,71,43
726,69,38
727,20,5
728,52,27
729,31,35
730,63,9
731,41,49
732,50,39
733,14,6
734,60,37
735,65,49
736,88,23
737,36,9
738,69,45
739,65,26
740,37,38
741,75,25
742,94,40
743,80,19
744,90,22
745,82,6
746,39,15
747,27,39
748,71,36
749,12,22
750,33,38
751,39,35
752,90,39
753,91,8
754,50,7
755,92,16
756,16,11
757,48,47
758,80,48
759,37,37
