Pallet,Weight,Profit
1,47,47
2,73,15
3,48,28
4,64,22
5,79,40
6,13,47
7,74,6
8,30,12
9,69,34
10,36,9
11,25,25
12,79,20
13,26,44
14,33,30
15,85,33
16,38,13
17,59,5
18,21,21
19,35,5
20,22,32
21,20,23
22,56,21
23,69,31
24,47,18
25,36,6
26,74,29
27,14,47
28,44,49
29,33,26
30,78,7
31,99,22
32,16,29
33,68,8
34,77,47
35,85,15
36,64,42
37,52,26
38,18,16
39,79,50
40,14,28
41,17,23
42,57,48
43,90,6
44,38,6
45,83,34
46,64,50
47,38,10
48,25,32
49,92,28
50,15,48
51,73,15
52,72,39
53,68,8
54,95,19
55,63,28
56,35,6
57,31,13
58,69,48
59,48,35
60,86,11
61,62,40
62,88,7
63,59,27
64,14,15
65,88,46
66,67,28
67,44,21
68,16,46
69,74,31
70,45,12
71,70,7
72,17,23
73,32,8
74,53,22
75,35,28
76,41,20
77,34,38
78,58,23
79,81,46
80,24,7
81,81,25
82,86,9
83,91,38
84,61,20
85,62,37
86,99,36
87,25,29
88,37,20
89,63,33
90,79,7
91,70,23
92,93,50
93,14,12
94,89,12
95,24,46
96,21,33
97,88,45
98,85,30
99,21,23
100,86,44
101,51,16
102,74,26
103,39,27
104,31,35
105,83,7
106,86,17
107,82,44
108,82,45
109,47,28
110,88,25
111,26,27
112,28,33
113,24,36
114,14,30
115,58,32
116,89,42
117,57,27
118,47,29
119,49,14
120,73,28
121,66,15
122,80,43
123,96,38
124,68,19
125,85,43
126,77,17
127,79,16
128,58,42
129,53,34
130,40,35
131,26,12
132,55,50
133,100,10
134,96,34
135,58,31
136,37,28
137,98,39
138,50,22
139,51,33
140,20,7
141,79,50
142,63,35
143,40,47
144,87,13
145,21,40
146,85,41
147,91,5
148,32,9
149,16,12
150,46,35
151,10,23
152,56,34
153,65,24
154,29,44
155,76,16
156,31,29
157,27,44
158,57,34
159,66,24
160,56,26
161,84,28
162,68,16
163,54,16
164,33,21
165,42,27
166,37,20
167,96,18
168,71,5
169,33,13
170,11,27
171,12,5
172,21,24
173,16,11
174,45,28
175,97,17
176,12,11
177,95,18
178,43,27
179,11,49
180,95,40
181,16,21
182,34,15
183,83,15
184,39,40
185,80,24
186,65,9
187,100,50
188,96,14
189,91,49
190,57,29
191,64,49
192,91,44
193,15,13
194,35,34
195,33,20
196,83,5
197,24,26
198,85,44
199,95,48
200,41,5
201,87,40
202,96,14
203,61,32
204,88,9
205,21,32
206,11,43
207,11,11
208,27,5
209,94,44
210,25,21
211,79,10
212,16,22
213,74,19
214,39,27
215,84,35
216,80,44
217,42,27
218,75,27
219,36,18
220,83,41
221,37,13
222,21,33
223,18,46
224,82,27
225,90,29
226,37,6
227,41,7
228,39,43
229,48,43
230,86,43
231,40,7
232,31,19
233,37,8
234,85,7
235,36,21
236,66,11
237,46,9
238,84,9
239,70,20
240,32,40
241,81,40
242,47,10
243,76,32
244,57,14
245,22,50
246,97,10
247,89,43
248,90,30
249,60,40
250,62,31
251,93,32
252,65,11
253,43,30
254,62,27
255,37,9
256,73,28
257,26,33
258,62,21
259,87,8
260,100,32
261,53,29
262,50,33
263,21,26
264,70,43
265,76,49
266,68,29
267,98,23
268,77,18
269,79,6
270,20,46
271,24,34
272,90,32
273,13,21
274,94,23
275,14,16
276,89,43
277,69,17
278,70,46
279,59,15
280,95,33
281,66,47
282,63,39
283,56,14
284,92,46
285,10,46
286,43,13
287,15,6
288,52,38
289,25,17
290,40,25
291,60,21
292,32,12
293,20,42
294,14,41
295,68,34
296,91,31
297,33,48
298,84,6
299,16,45
300,48,14
301,37,49
302,31,13
303,68,38
304,10,12
305,24,25
306,61,28
307,61,36
308,42,18
309,22,20
310,74,41
311,82,35
312,76,9
313,95,40
314,62,47
315,72,48
316,78,26
317,20,38
318,49,34
319,24,24
320,31,42
321,22,49
322,19,26
323,75,19
324,80,6
325,100,38
326,50,41
327,94,26
328,52,35
329,39,17
330,97,39
331,58,31
332,49,30
333,11,22
334,80,22
335,78,29
336,94,39
337,31,22
338,33,24
339,16,31
340,88,6
341,14,43
342,69,24
343,94,46
344,78,42
345,99,17
346,64,21
347,37,8
348,50,16
349,18,17
350,94,34
351,66,10
352,52,17
353,90,16
354,28,14
355,16,26
356,39,32
357,36,22
358,66,35
359,61,46
360,29,48
361,65,31
362,44,14
363,26,30
364,19,18
365,95,30
366,19,35
367,41,10
368,45,27
369,97,33
370,83,12
371,44,26
372,87,12
373,28,24
374,98,26
375,93,46
376,48,27
377,33,12
378,23,45
379,77,38
380,61,48
381,67,47
382,23,34
383,66,15
384,42,23
385,50,13
386,28,41
387,54,34
388,74,48
389,95,50
390,72,36
391,19,5
392,85,24
393,36,13
394,58,44
395,43,16
396,49,22
397,76,47
398,64,16
399,10,21
400,92,5
401,97,50
402,87,33
403,25,25
404,10,11
405,21,6
406,12,19
407,34,29
408,50,28
409,17,13
410,18,17
411,64,25
412,92,32
413,73,34
414,78,32
415,67,22
416,53,49
417,92,35
418,19,28
419,45,7
420,82,12
421,99,31
422,36,18
423,13,9
424,71,40
425,40,21
426,78,25
427,87,22
428,88,38
429,49,36
430,23,17
431,18,5
432,21,26
433,61,29
434,68,46
435,14,14
436,42,18
437,73,44
438,64,5
439,53,14
440,17,43
441,64,11
442,66,18
443,93,7
444,95,25
445,47,36
446,90,29
447,28,20
448,25,37
449,46,40
450,66,29
451,51,35
452,74,50
453,67,22
454,21,28
455,31,39
456,77,6
457,88,34
458,41,43
459,48,26
460,52,21
461,90,7
462,57,25
463,52,15
464,14,19
465,49,8
466,31,47
467,15,24
468,63,8
469,21,43
470,73,47
471,82,9
472,55,30
473,69,43
474,84,40
475,42,35
476,29,42
477,54,48
478,40,27
479,36,11
480,54,34
481,95,47
482,15,23
483,63,41
484,21,17
485,95,26
486,99,32
487,90,37
488,58,34
489,65,44
490,91,49
491,67,44
492,22,35
493,48,32
494,79,47
495,89,47
496,16,40
497,99,31
498,61,8
499,95,32
500,82,16
501,67,15
502,17,23
503,44,41
504,96,9
505,35,27
506,88,41
507,37,10
508,28,13
509,85,14
510,39,20
511,66,50
512,95,33
513,75,7
514,20,40
515,48,18
516,11,30
517,56,40
518,80,14
519,38,26
520,76,11
521,51,18
522,29,49
523,54,32
524,49,45
525,53,42
