Pallet,Weight,Profit
1,16,18
2,63,12
3,73,5
4,99,50
5,12,31
6,29,9
7,73,27
8,75,24
9,23,14
10,69,23
11,62,35
12,21,20
13,14,39
14,51,32
15,23,15
16,47,11
17,86,19
18,78,9
19,73,37
20,63,37
21,65,48
22,89,28
23,28,31
24,93,44
25,81,25
26,77,25
27,24,24
28,47,10
29,29,34
30,60,13
31,21,33
32,75,9
33,82,34
34,53,48
35,82,39
36,23,25
37,37,18
38,53,19
39,28,7
40,33,43
41,95,27
42,83,50
43,83,43
44,50,36
45,26,30
46,89,34
47,32,25
48,79,9
49,42,15
50,47,45
51,21,28
52,31,18
53,84,48
54,42,39
55,67,16
56,37,6
57,26,21
58,64,40
59,54,28
60,21,22
61,97,45
62,31,42
63,38,44
64,93,8
65,80,11
66,31,41
67,63,23
68,59,46
69,27,27
70,18,21
71,84,44
72,57,33
73,96,31
74,95,26
75,62,15
76,18,46
77,35,30
78,97,48
79,42,18
80,84,32
81,47,15
82,73,45
83,74,38
84,39,23
85,43,24
86,47,34
87,45,34
88,72,17
89,19,41
90,11,48
91,15,26
92,54,42
93,12,31
94,17,23
95,31,42
96,91,7
97,50,20
98,51,14
99,24,33
100,78,45
101,71,37
102,11,19
103,75,25
104,72,43
105,48,18
106,44,45
107,56,35
108,32,24
109,66,17
110,62,10
111,84,17
112,57,15
113,32,45
114,94,24
115,29,36
116,37,10
117,77,45
118,61,47
119,41,39
120,36,42
121,96,21
122,81,20
123,79,46
124,10,40
125,28,21
126,12,46
127,16,26
128,88,38
129,60,24
130,21,27
131,95,12
132,46,8
133,70,15
134,79,15
135,74,13
136,23,11
137,66,24
138,36,36
139,76,27
140,55,17
141,12,13
142,90,17
143,77,5
144,70,43
145,38,7
146,51,19
147,43,20
148,31,39
149,62,16
150,61,7
151,75,18
152,15,16
153,54,14
154,30,27
155,91,10
156,66,20
157,72,43
158,51,22
159,12,39
160,54,23
161,93,27
162,30,17
163,78,9
164,17,49
165,97,20
166,62,49
167,63,47
168,39,46
169,60,17
170,57,11
171,21,17
172,78,40
173,52,36
174,30,46
175,26,49
176,37,38
177,32,27
178,10,32
179,23,47
180,19,22
181,51,35
182,67,16
183,71,7
184,90,48
185,62,40
186,78,13
187,35,13
188,70,26
189,57,31
190,52,13
191,12,28
192,74,23
193,70,42
194,22,9
195,22,11
196,92,34
197,27,38
198,46,28
199,86,14
200,57,19
201,53,32
202,76,23
203,92,34
204,90,18
205,100,39
206,93,32
207,49,34
208,34,44
209,31,14
210,96,8
211,59,35
212,49,42
213,76,26
214,64,12
215,57,22
216,91,32
217,25,41
218,11,37
219,82,39
220,49,48
221,51,28
222,80,37
223,30,15
224,24,42
225,14,44
226,73,14
227,94,12
228,38,34
229,83,32
230,50,18
231,54,37
232,71,37
233,17,26
234,55,15
235,79,8
236,28,46
237,18,5
238,41,49
239,56,34
240,64,48
241,49,35
242,57,5
243,43,49
244,49,19
245,89,9
246,96,35
247,100,32
248,30,24
249,62,19
250,77,29
251,38,37
252,57,49
253,13,35
254,37,43
255,14,19
256,70,28
257,85,39
258,11,13
259,26,23
260,34,19
261,69,26
262,26,40
263,94,17
264,27,34
265,89,26
266,60,27
267,97,39
268,74,12
269,51,36
270,38,25
271,42,5
272,15,39
273,31,32
274,51,8
275,12,33
276,50,16
277,36,26
278,43,26
279,63,21
280,83,26
281,40,14
282,97,48
283,92,46
284,71,37
285,20,43
286,36,44
287,52,43
288,67,41
289,24,34
290,83,30
291,79,11
292,25,7
293,62,49
294,34,40
295,31,20
296,77,8
297,58,29
298,27,18
299,12,34
300,44,29
301,70,41
302,91,29
303,20,41
304,75,28
305,15,27
306,93,41
307,91,38
308,52,43
309,80,25
310,69,19
