Pallet,Weight,Profit
1,15,31
2,92,13
3,75,41
4,91,39
5,67,32
6,30,21
7,65,6
8,19,31
9,79,15
10,99,5
11,52,7
12,57,23
13,32,42
14,15,44
15,78,13
16,64,21
17,96,41
18,94,33
19,26,35
20,98,5
21,30,28
22,65,31
23,39,10
24,36,7
25,65,40
26,57,37
27,76,15
28,95,49
29,68,33
30,33,46
31,98,47
32,61,12
33,88,34
34,40,7
35,86,6
36,86,35
37,41,32
38,72,23
39,75,27
40,74,39
41,70,21
42,67,6
43,19,15
44,53,42
45,36,43
46,32,37
47,54,8
48,32,19
49,20,38
50,21,15
51,58,13
52,35,23
53,56,17
54,51,46
55,70,48
56,65,37
57,99,37
58,34,10
59,40,40
60,58,47
61,86,11
62,25,38
63,89,30
64,57,26
65,71,11
66,42,46
67,50,5
68,27,47
69,49,34
70,70,18
71,27,5
72,16,44
73,42,44
74,53,24
75,18,41
76,99,45
77,65,6
78,89,41
79,96,12
80,86,39
81,31,44
82,40,25
83,49,39
84,58,39
85,26,17
86,85,26
87,29,50
88,94,41
89,48,5
90,19,28
91,96,48
92,60,12
93,83,49
94,98,9
95,62,11
96,37,49
97,58,23
98,52,31
99,98,33
100,88,14
101,18,36
102,39,5
103,86,44
104,21,27
105,48,30
106,19,7
107,34,8
108,79,30
109,13,35
110,71,46
111,27,22
112,80,30
113,31,40
114,44,13
115,25,16
116,93,24
117,47,30
118,62,27
119,35,36
120,41,32
121,87,46
122,83,8
123,78,47
124,95,38
125,40,11
126,34,42
127,91,17
128,42,27
129,80,13
130,48,12
131,87,33
132,23,12
133,32,10
134,77,12
135,65,44
136,33,21
137,92,21
138,42,42
139,65,26
140,48,9
141,69,40
142,24,33
143,28,10
144,63,35
145,96,44
146,53,6
147,20,31
148,55,50
149,63,33
150,73,18
151,17,6
152,58,50
153,70,18
154,22,28
155,16,19
156,16,42
157,62,29
158,43,43
159,43,11
160,60,16
161,84,29
162,96,40
163,77,37
164,40,12
165,91,43
166,52,25
167,75,50
168,92,14
169,41,27
170,99,46
171,24,8
172,55,29
173,12,15
174,28,37
175,61,40
176,12,34
177,73,30
178,96,39
179,71,13
180,31,13
181,56,41
182,26,7
183,78,28
184,30,44
185,26,14
186,66,17
187,87,42
188,59,45
189,74,16
190,88,43
191,63,22
192,93,17
193,86,30
194,50,26
195,73,45
196,66,17
197,72,19
198,10,24
199,78,12
200,45,5
201,34,9
202,79,20
203,91,32
204,53,11
205,59,5
206,92,40
207,43,16
208,14,45
209,20,48
210,36,43
211,93,44
212,39,27
213,42,24
214,95,26
215,68,18
216,47,32
217,47,13
218,98,5
219,59,48
220,50,40
221,24,48
222,19,42
223,91,43
224,70,34
225,99,10
226,22,13
227,84,44
228,15,33
229,95,49
230,67,19
231,78,34
232,52,44
233,46,21
234,42,31
235,10,38
236,44,38
237,68,7
238,18,44
239,98,8
240,35,24
241,80,7
242,78,24
243,77,6
244,61,36
245,56,41
246,89,13
247,12,35
248,77,34
249,96,37
250,37,41
251,75,14
252,45,16
253,51,32
254,38,45
255,89,30
256,72,34
257,96,7
258,75,25
259,61,29
260,23,35
261,64,31
262,58,44
263,97,29
264,30,36
265,56,38
266,14,15
267,32,11
268,35,8
269,60,23
270,12,9
271,86,41
272,45,42
273,91,26
274,28,20
275,73,8
276,31,50
277,39,28
278,83,7
279,13,8
280,61,17
281,14,40
282,80,35
283,55,49
284,39,50
285,82,16
286,82,33
287,54,20
288,54,36
289,86,43
290,90,28
291,31,27
292,94,37
293,17,13
294,28,16
295,26,30
296,33,33
297,21,47
298,63,39
299,69,40
300,97,44
301,87,17
302,86,12
303,49,7
304,39,14
305,71,26
306,96,7
307,22,33
308,19,12
309,73,15
310,91,46
311,49,20
312,76,50
313,61,41
314,42,47
315,14,20
316,13,13
317,68,37
318,31,33
319,62,30
320,96,26
321,54,15
322,85,10
323,16,26
324,18,8
325,76,50
326,12,38
327,34,8
328,100,47
329,78,50
330,56,39
331,77,13
332,48,30
333,47,13
334,10,24
335,65,35
336,62,47
337,68,26
338,17,36
339,55,6
340,68,33
341,43,34
342,68,46
343,75,23
344,30,16
345,38,50
346,74,49
347,65,14
348,78,41
349,31,33
350,28,27
351,55,31
352,43,12
353,51,15
354,31,36
355,19,31
356,48,33
357,66,39
358,90,45
359,81,41
360,40,44
361,18,7
362,73,9
363,59,24
364,92,34
365,55,14
366,90,16
367,14,13
368,14,20
369,92,27
370,85,18
371,16,13
372,86,6
373,63,14
374,54,42
375,18,9
376,24,10
377,83,11
378,52,34
379,60,12
380,33,11
381,71,27
382,87,9
383,87,25
384,69,6
385,82,44
386,66,43
387,11,36
388,28,17
389,14,26
390,51,48
391,95,42
392,76,28
393,63,29
394,77,32
395,33,46
396,89,25
397,21,5
398,64,39
399,43,25
400,51,42
401,56,20
402,91,50
403,67,40
404,63,28
405,68,45
406,33,23
407,73,40
408,88,10
409,89,22
410,17,34
411,24,30
412,29,13
413,41,29
414,12,12
415,80,27
416,43,46
417,37,34
418,26,26
419,93,37
420,65,29
421,16,6
422,20,26
423,36,29
424,99,47
425,49,21
426,20,50
427,27,24
428,63,22
429,92,38
430,49,40
431,89,25
432,36,11
433,57,35
434,29,37
435,46,50
436,79,21
437,52,32
438,13,8
439,87,27
440,19,36
441,73,35
442,32,39
443,19,35
444,21,28
445,38,32
446,83,21
447,25,48
448,48,39
449,37,5
450,15,14
451,64,29
452,81,32
453,64,37
454,38,11
455,31,43
456,59,14
457,22,16
458,34,48
459,19,7
460,41,41
461,98,9
462,70,38
463,91,45
464,62,13
465,66,7
466,100,39
467,24,17
468,72,42
469,62,42
470,100,34
471,83,12
472,35,11
473,46,9
474,87,34
475,86,22
476,72,38
477,90,16
478,51,31
479,13,12
480,40,7
481,62,33
482,84,50
483,62,19
484,71,43
485,86,43
486,31,33
487,12,45
488,24,15
489,81,23
490,73,46
491,53,30
492,98,39
493,30,45
494,41,20
495,59,8
496,72,46
497,87,50
498,61,40
499,46,38
500,15,9
501,36,23
502,44,27
503,23,48
504,92,36
505,70,22
506,76,24
507,38,45
508,37,17
509,91,16
510,28,45
511,57,47
512,94,21
513,89,16
514,83,7
515,96,15
516,15,7
517,59,48
518,74,46
519,96,18
520,95,15
521,51,10
522,77,49
523,81,10
524,38,20
525,75,8
526,93,42
527,75,32
528,48,36
529,27,23
530,80,13
531,58,42
532,42,7
533,32,13
534,27,47
535,61,30
536,43,43
537,59,25
538,46,22
539,32,44
540,89,7
541,71,33
542,14,27
543,63,40
544,50,10
545,29,15
546,78,41
547,70,49
548,93,19
549,52,44
550,65,25
551,25,39
552,40,11
553,77,27
554,92,15
555,26,22
556,71,40
557,23,37
558,23,17
559,53,41
560,20,41
561,76,40
562,59,29
563,33,28
564,20,48
565,28,49
566,77,14
567,94,45
568,77,27
569,86,10
570,30,28
571,78,9
572,85,19
573,24,21
574,40,12
575,80,44
576,18,25
577,77,28
578,100,24
579,96,7
580,49,13
581,92,35
582,51,14
583,75,17
584,80,34
585,96,10
586,17,8
587,24,16
588,30,9
589,69,11
590,25,16
591,63,49
592,81,14
593,49,11
594,82,49
595,43,28
596,79,31
597,67,23
598,21,49
599,69,35
600,64,34
601,51,13
602,31,9
603,51,41
604,45,8
605,74,17
606,49,38
607,85,37
608,58,47
609,29,48
610,49,45
611,32,7
612,82,20
613,27,38
614,92,22
615,94,5
616,29,28
617,89,49
618,76,45
619,13,21
620,56,19
621,88,7
622,48,10
623,86,24
624,78,49
