Pallet,Weight,Profit
1,86,18
2,41,49
3,34,43
4,66,38
5,71,14
6,49,47
7,65,37
8,46,46
9,28,22
10,100,7
11,25,26
12,57,28
13,14,33
14,92,24
15,17,27
16,45,16
17,62,10
18,17,38
19,82,48
20,15,9
21,21,50
22,48,20
23,85,14
24,23,11
25,97,23
26,41,34
27,61,43
28,78,39
29,16,15
30,26,12
31,56,49
32,20,19
33,68,45
34,59,15
35,83,40
36,62,10
37,85,8
38,89,11
39,19,8
40,87,47
41,76,7
42,87,29
43,23,21
44,37,29
45,43,49
46,69,30
47,15,15
48,66,10
49,65,18
50,56,7
51,15,50
52,23,45
53,71,18
54,40,47
55,87,35
56,48,43
57,46,49
58,98,37
59,58,18
60,73,36
61,89,11
62,22,24
63,13,16
64,61,26
65,30,10
66,79,24
67,68,17
68,50,16
69,10,45
70,97,45
71,72,19
72,99,12
73,89,28
74,82,37
75,65,30
76,59,25
77,14,49
78,80,47
79,28,45
80,50,35
81,46,26
82,26,36
83,28,28
84,66,40
85,60,19
86,48,33
87,52,36
88,26,36
89,49,7
90,69,5
91,37,35
92,91,11
93,31,36
94,87,14
95,89,46
96,45,19
97,43,13
98,26,48
99,74,45
100,10,36
101,38,23
102,18,45
103,46,37
104,67,24
105,84,15
106,19,41
107,10,45
108,37,25
109,78,32
110,43,35
111,74,6
112,77,37
113,54,23
114,57,46
115,81,26
116,29,45
117,36,10
118,32,32
119,41,30
120,66,42
121,58,14
122,53,35
123,97,24
124,64,9
125,67,20
126,79,20
127,27,10
128,64,31
129,14,13
130,94,50
131,80,9
132,96,31
133,73,18
134,44,31
135,59,34
136,49,34
137,38,26
138,82,6
139,99,19
140,60,36
141,41,24
142,77,19
143,95,33
144,100,38
145,20,39
146,32,48
147,15,22
148,23,44
149,59,46
150,39,5
151,46,27
152,16,26
153,44,37
154,65,32
155,34,16
156,43,8
157,12,43
158,83,47
159,78,46
160,25,33
161,83,39
162,63,18
163,36,13
164,10,23
165,81,35
166,58,17
167,83,48
168,90,15
169,64,47
170,62,33
171,56,27
172,93,28
173,88,49
174,77,11
175,90,16
176,13,18
177,57,14
178,98,33
179,28,34
180,52,20
181,73,9
182,75,28
183,72,20
184,30,7
185,11,20
186,84,38
187,76,38
188,64,27
189,88,32
190,30,15
191,52,9
192,15,49
193,60,50
194,26,24
195,27,28
196,12,48
197,63,37
198,97,47
199,71,41
200,47,47
201,17,47
202,38,35
203,64,48
204,45,20
205,16,20
206,74,44
207,15,11
208,18,15
209,33,9
210,53,46
211,16,27
212,31,12
213,37,18
214,93,13
215,98,24
216,79,12
217,82,42
218,17,44
219,24,5
220,31,48
221,21,5
222,56,25
223,78,33
224,61,29
225,33,9
226,58,36
227,67,24
228,45,5
229,66,29
230,47,50
231,54,38
232,100,9
233,60,32
234,43,13
235,50,18
236,29,37
