Pallet,Weight,Profit
1,51,18
2,86,41
3,25,13
4,81,27
5,90,13
6,54,25
7,42,5
8,65,8
9,19,34
10,44,8
11,55,48
12,19,20
13,22,23
14,73,32
15,24,12
16,10,46
17,53,48
18,87,38
19,84,39
20,65,22
21,59,24
22,97,42
23,38,38
24,87,46
25,43,42
26,16,15
27,51,21
28,87,39
29,15,20
30,43,11
31,48,6
32,74,32
33,84,16
34,16,44
35,29,45
36,12,7
37,29,15
38,95,9
39,91,21
40,25,29
41,39,47
42,21,47
43,45,39
44,18,13
45,37,38
46,10,25
47,96,49
48,95,48
49,29,29
50,60,6
51,97,26
52,89,11
53,90,30
54,18,8
55,33,31
56,87,48
57,96,29
58,77,33
59,51,22
60,10,40
61,34,42
62,48,43
63,84,25
64,100,29
65,89,43
66,44,31
67,22,43
68,71,34
69,36,45
70,51,26
71,88,45
72,41,22
73,77,46
74,28,8
75,64,43
76,52,9
77,28,7
78,19,10
79,26,26
80,48,32
81,93,40
82,72,35
83,86,12
84,94,15
85,89,25
86,66,25
87,57,21
88,60,34
89,64,10
90,51,13
91,34,7
92,25,16
93,52,5
94,32,23
95,12,9
96,16,21
97,18,16
98,25,38
99,15,19
100,62,32
101,84,15
102,92,13
103,69,14
104,58,5
105,98,25
106,15,23
107,60,46
108,100,17
109,27,19
110,92,43
111,59,25
112,81,28
113,39,10
114,56,47
115,72,11
116,69,49
117,14,6
118,84,37
119,81,34
120,52,44
121,15,10
122,15,49
123,63,46
124,12,14
125,85,45
126,93,31
127,25,29
128,56,9
129,84,39
130,42,14
131,77,21
132,48,44
133,29,10
134,59,24
135,23,12
136,73,18
137,13,32
138,29,5
139,34,42
140,97,33
141,86,35
142,36,16
143,32,32
144,91,32
145,22,45
146,29,29
147,59,13
148,88,17
149,48,26
150,82,5
151,62,37
152,86,36
153,95,36
154,90,10
155,78,49
156,20,29
157,59,13
158,97,17
159,48,47
160,54,43
161,32,50
162,46,15
163,34,40
164,73,7
165,51,46
166,39,38
167,28,7
168,51,42
169,79,49
170,76,39
171,58,12
172,97,46
173,100,38
174,39,11
175,48,45
176,80,29
177,36,26
178,53,47
179,86,27
180,85,36
181,79,25
182,19,37
183,42,11
184,30,30
185,33,12
186,68,17
187,25,22
188,32,32
189,14,29
190,66,21
191,47,12
192,80,16
193,45,50
194,12,19
195,97,32
196,16,19
197,45,22
198,47,17
199,15,35
200,63,31
201,15,23
202,73,34
203,66,26
204,90,36
205,35,27
206,16,38
207,50,29
208,13,45
209,72,28
210,24,50
211,41,50
212,95,50
213,43,29
214,11,40
215,98,49
216,55,34
217,95,44
218,73,20
219,85,30
220,98,13
221,12,5
222,46,36
223,69,14
224,81,7
225,76,50
226,43,24
227,66,24
228,47,38
229,17,33
230,68,46
231,35,34
232,14,22
233,36,45
234,85,47
235,79,7
236,86,39
237,94,12
238,97,48
239,51,8
240,86,26
241,58,7
242,19,22
243,45,38
244,30,31
245,90,36
246,89,31
247,63,11
248,21,17
249,44,12
250,40,11
251,28,49
252,25,10
253,34,29
254,98,39
255,51,37
256,96,30
257,72,29
258,42,41
259,20,46
260,37,27
261,23,39
262,68,46
263,27,41
264,94,8
265,60,24
266,62,21
267,16,41
268,100,24
269,38,36
270,60,13
271,53,27
272,37,15
273,63,26
274,38,28
275,100,5
276,86,41
277,55,7
278,52,23
279,45,17
280,17,24
281,67,16
282,85,17
283,30,14
284,64,26
285,20,42
286,47,49
287,89,6
288,70,9
289,37,35
290,95,8
291,96,23
292,82,13
293,68,22
294,82,48
295,96,12
296,86,24
297,98,21
298,67,10
299,65,25
300,90,22
301,56,34
302,82,44
303,36,20
304,100,22
305,13,40
306,89,48
307,67,36
308,90,49
309,100,5
310,75,22
311,38,38
312,37,33
313,81,45
314,59,7
315,63,11
316,12,39
317,64,36
318,51,37
319,60,46
320,51,24
321,12,12
322,24,10
323,50,34
324,46,40
325,57,21
326,57,25
327,68,41
328,59,9
329,38,14
330,89,20
331,16,35
332,12,49
333,45,14
334,41,14
335,35,36
336,47,44
337,66,27
338,48,48
339,49,23
340,46,8
341,42,10
342,49,35
343,73,50
344,72,9
345,83,10
346,30,40
347,42,33
348,35,17
