Pallet,Weight,Profit
1,47,35
2,49,30
3,84,24
4,41,16
5,79,33
6,83,36
7,63,43
8,80,48
9,64,38
10,36,6
11,96,40
12,95,20
13,15,22
14,17,8
15,74,40
16,27,47
17,96,49
18,43,22
19,83,30
20,38,14
21,53,44
22,90,24
23,77,43
24,98,38
25,70,18
26,38,36
27,99,32
28,63,26
29,32,43
30,55,11
31,75,41
32,33,34
33,31,16
34,55,16
35,62,43
36,67,42
37,50,19
38,59,49
39,87,25
40,58,11
41,97,31
42,54,7
43,38,12
44,60,12
45,36,42
46,21,45
47,67,49
48,95,25
49,95,47
50,38,39
51,35,36
52,85,43
53,45,50
54,69,21
55,75,15
56,63,26
57,92,32
58,15,47
59,12,18
60,79,24
61,26,18
62,64,29
63,68,38
64,98,47
65,48,30
66,93,24
67,38,29
68,90,26
69,75,27
70,42,25
71,23,28
72,48,46
73,40,45
74,73,23
75,53,27
76,77,39
77,88,8
78,32,34
79,83,46
80,68,39
81,76,27
82,16,42
83,87,12
84,36,27
85,16,40
86,66,25
87,60,48
88,67,46
89,29,8
90,28,23
91,79,50
92,35,43
93,17,16
94,66,43
95,35,45
96,84,20
97,33,47
98,50,43
99,100,17
100,64,35
101,46,10
102,80,30
103,72,24
104,15,40
105,47,9
106,77,28
107,81,28
108,75,18
109,37,42
110,36,19
111,10,45
112,79,36
113,81,47
114,12,43
115,70,34
116,37,6
117,20,44
118,27,27
119,82,44
120,53,17
121,85,14
122,87,20
123,37,9
124,86,41
125,28,36
126,99,46
127,73,42
128,21,47
129,76,41
130,47,36
131,48,48
132,81,50
133,30,10
134,76,20
135,14,15
136,34,19
137,95,14
138,72,6
139,68,5
140,71,25
141,28,7
142,61,10
143,65,25
144,47,47
145,21,9
146,54,39
147,91,49
148,71,23
149,62,34
150,66,43
151,26,17
152,96,20
153,15,14
154,38,15
155,57,41
156,10,45
157,60,28
158,55,23
159,30,45
160,52,13
161,75,8
162,19,35
163,88,33
164,20,30
165,61,29
166,19,6
167,55,47
168,60,12
169,82,22
170,17,19
171,99,26
172,81,18
173,90,45
174,98,12
175,75,49
176,68,42
177,89,25
178,65,8
179,84,13
180,83,31
181,13,47
182,57,32
183,95,38
184,26,25
185,53,6
186,56,43
187,80,13
188,11,23
189,29,42
190,17,38
191,85,27
192,32,27
193,18,28
194,51,16
195,45,15
196,18,9
197,32,43
198,89,10
199,67,14
200,59,19
201,60,9
202,26,39
203,54,26
204,91,21
205,21,49
206,76,25
207,71,14
208,21,24
209,63,7
210,18,33
211,94,27
212,45,10
213,77,9
214,32,42
215,21,29
216,85,28
217,26,24
218,10,5
219,21,10
220,75,32
221,85,7
222,68,29
223,61,8
224,97,36
225,61,18
226,30,19
227,89,47
228,40,20
229,70,46
230,14,9
231,34,40
232,97,10
233,18,19
234,80,9
235,28,45
236,18,47
237,94,48
238,81,8
239,28,35
240,73,10
241,81,16
242,38,43
243,98,48
244,50,12
245,78,49
246,76,45
247,80,38
248,62,42
249,36,28
250,45,47
251,25,27
252,95,21
253,38,19
254,22,10
255,33,21
256,41,10
257,17,28
258,54,43
259,20,27
260,21,15
261,55,29
262,52,8
263,37,41
264,81,30
265,17,36
266,19,29
267,12,37
268,75,9
269,74,44
270,20,24
271,48,9
272,92,36
273,77,46
274,59,14
275,86,38
276,68,39
277,96,36
278,75,23
279,65,27
280,75,7
281,81,5
282,35,34
283,39,27
284,66,40
285,24,18
286,96,23
287,22,6
288,17,46
289,92,11
290,48,44
291,96,40
292,53,31
293,74,29
294,31,14
