Pallet,Weight,Profit
1,14,26
2,59,5
3,65,38
4,92,23
5,51,24
6,83,18
7,11,17
8,58,17
9,98,14
10,44,36
11,43,15
12,62,40
13,18,24
14,60,33
15,61,31
16,19,14
17,61,23
18,72,31
19,24,30
20,24,41
21,63,39
22,77,43
23,10,28
24,73,20
25,82,42
26,98,40
27,11,20
28,52,19
29,93,8
30,34,25
31,16,25
32,55,23
33,69,7
34,39,38
35,81,19
36,79,27
37,77,11
38,89,37
39,67,24
40,18,5
41,36,32
42,11,16
43,100,28
44,89,46
45,81,50
46,12,7
47,93,46
48,73,9
49,78,36
50,59,34
51,99,8
52,13,7
53,95,18
54,25,45
55,36,29
56,40,17
57,44,22
58,64,18
59,78,28
60,55,13
61,44,38
62,12,27
63,23,44
64,65,28
65,19,14
66,66,5
67,98,12
68,98,35
69,11,35
70,72,36
71,24,9
72,20,45
73,85,8
74,77,40
75,54,23
76,83,48
77,73,37
78,34,11
79,50,24
80,56,35
81,20,12
82,76,40
83,51,27
84,54,16
85,71,5
86,35,36
87,75,12
88,99,24
89,28,49
90,66,50
91,34,50
92,87,10
93,31,28
94,34,19
95,15,32
96,88,44
97,87,45
98,18,13
99,66,23
100,16,27
101,28,20
102,36,7
103,14,26
104,38,9
105,66,34
106,64,28
107,79,43
108,55,10
109,96,27
110,43,30
111,90,8
112,21,46
113,22,9
114,62,49
115,24,50
116,58,48
117,77,11
118,76,13
119,88,36
120,13,14
121,58,31
122,76,8
123,44,50
124,52,18
125,65,45
126,26,44
127,51,15
128,81,36
129,26,40
130,13,18
131,82,16
132,66,38
133,51,34
134,76,27
135,25,42
136,32,26
137,60,20
138,83,44
139,19,9
140,66,9
141,30,31
142,81,31
143,77,34
144,65,38
145,23,19
146,53,32
147,85,27
148,33,13
149,22,24
150,15,25
151,87,16
152,23,21
153,66,31
154,41,16
155,83,6
156,13,6
157,29,28
158,34,11
159,24,15
160,50,34
161,54,26
162,66,13
163,20,30
164,51,8
165,80,12
166,23,19
167,45,26
168,14,37
169,75,8
170,69,21
171,61,40
172,20,49
173,12,21
174,61,41
175,49,9
176,33,34
177,12,37
178,49,43
179,31,7
180,95,11
181,72,23
182,39,8
183,46,24
184,55,44
185,61,50
186,99,21
187,43,18
188,85,31
189,100,6
190,48,19
191,70,47
192,36,26
193,12,12
194,58,5
195,58,27
196,25,25
197,95,35
198,65,30
199,92,48
200,47,12
201,96,21
202,50,43
203,50,49
204,38,38
205,69,31
206,23,18
207,74,46
208,60,12
209,75,14
210,31,15
211,93,12
212,88,26
213,80,15
214,40,25
215,40,25
216,95,37
217,90,11
218,28,34
219,19,8
220,36,17
221,68,27
222,82,36
223,45,15
224,11,35
225,79,21
226,79,33
227,37,24
228,14,6
229,93,46
230,31,42
231,25,26
232,57,33
233,25,39
234,90,18
235,16,44
236,19,9
237,75,42
238,10,44
239,47,48
240,51,19
241,66,26
242,40,18
243,42,44
244,88,11
245,24,36
246,62,41
247,10,32
248,65,45
249,20,28
250,35,39
251,57,17
252,42,42
253,36,30
254,96,12
255,31,5
256,39,39
257,33,32
258,13,32
259,39,48
260,84,31
261,63,20
262,79,10
263,76,27
264,37,48
265,60,18
266,85,41
267,50,39
268,85,33
269,51,29
270,18,25
271,13,38
272,69,8
273,53,39
274,68,31
275,58,39
276,33,42
277,65,50
278,65,45
279,75,29
280,43,33
281,13,20
282,66,13
283,95,6
284,96,40
285,38,46
286,65,9
287,74,10
288,54,28
289,54,24
290,86,40
291,94,15
292,39,17
293,82,33
294,32,37
295,11,23
296,27,20
297,71,31
298,91,13
299,98,29
300,85,13
301,82,50
302,97,49
303,61,7
304,47,24
305,12,10
306,73,23
307,78,5
308,26,31
309,56,8
310,99,19
311,75,17
312,83,9
313,40,40
314,43,34
315,15,34
316,23,15
317,13,31
318,37,32
319,45,23
320,11,39
321,70,12
322,90,43
323,20,20
324,27,7
325,26,16
326,51,36
327,89,23
328,86,18
329,51,21
330,35,41
331,67,18
332,32,43
333,49,29
334,14,10
335,33,36
336,24,10
337,35,43
338,48,43
339,26,25
340,81,9
341,57,29
342,21,47
343,93,34
344,92,6
345,96,7
346,42,26
347,39,26
348,72,5
349,53,34
350,90,16
351,18,11
352,78,15
353,21,40
354,37,43
355,90,31
356,66,26
357,87,36
358,33,20
359,33,6
360,84,5
361,99,6
362,68,5
363,57,8
364,65,34
365,91,41
366,67,8
367,83,47
368,60,42
369,87,16
370,90,7
371,62,35
372,31,5
373,72,29
374,75,35
375,17,37
376,46,25
377,97,46
378,92,32
379,19,24
380,11,13
381,95,7
382,41,23
383,79,25
384,77,47
385,85,47
386,62,50
387,28,29
388,32,29
389,33,38
390,34,47
391,54,50
392,24,34
393,21,12
394,96,13
395,79,32
396,96,16
397,73,37
398,92,10
399,31,29
400,46,38
401,18,10
402,34,25
403,84,34
404,87,50
405,73,20
406,17,14
407,30,16
408,94,12
409,73,28
410,91,46
411,24,27
412,71,34
413,21,31
414,63,11
415,46,32
416,40,8
417,60,46
418,62,50
419,35,6
420,80,48
421,95,28
422,30,49
423,27,22
424,26,18
425,11,28
426,75,21
427,33,32
428,81,41
429,18,22
430,85,35
431,44,23
432,95,39
433,56,6
434,19,16
435,91,33
436,61,21
437,95,25
438,87,10
439,18,9
440,77,14
441,67,6
442,77,40
443,11,17
444,49,35
445,78,31
446,75,23
447,28,9
448,15,45
449,44,35
450,69,21
451,90,37
452,52,36
453,34,18
454,11,17
455,13,8
456,34,42
457,25,36
458,16,31
459,24,13
460,87,50
461,95,27
462,41,40
463,87,30
464,62,42
465,82,31
466,46,28
467,19,5
468,13,27
469,74,16
470,77,31
471,14,12
472,41,15
473,87,21
474,78,10
475,54,43
476,46,10
477,26,13
478,91,8
479,80,42
480,55,48
481,36,29
482,69,47
483,66,34
484,29,40
485,90,33
486,63,29
487,74,35
488,17,33
489,86,8
490,62,47
491,14,15
492,82,23
493,74,41
494,46,31
495,52,6
496,97,43
497,10,34
498,53,44
499,65,32
500,14,32
501,43,19
502,92,7
503,91,18
504,52,25
505,94,42
506,39,39
507,45,42
508,44,23
509,12,17
510,11,44
511,85,7
512,45,25
513,23,9
514,10,21
515,95,35
516,60,30
517,74,27
518,71,45
519,37,6
520,39,28
521,69,25
522,49,9
523,62,34
524,40,26
525,75,18
526,23,34
527,11,18
528,39,25
529,25,43
530,65,11
531,62,13
532,76,34
533,69,5
534,10,35
535,61,10
536,66,17
537,57,50
538,80,24
539,12,20
540,30,40
541,21,33
542,52,32
543,62,43
544,53,30
545,83,7
546,60,26
547,84,27
548,78,10
549,27,12
550,84,38
551,34,24
552,54,8
553,97,11
554,54,37
555,52,27
556,54,38
557,48,14
558,85,7
559,83,24
560,15,32
561,36,23
562,95,45
563,39,36
564,93,23
565,38,41
566,14,8
567,51,18
568,13,14
569,32,15
570,91,47
571,58,36
572,27,26
573,100,44
574,13,39
575,53,22
576,61,47
577,41,20
578,58,13
579,57,5
580,26,23
581,46,9
582,81,20
583,40,23
584,30,23
585,54,15
586,63,44
587,65,49
588,32,21
589,38,36
590,37,14
591,70,22
592,17,41
593,97,44
594,43,11
595,30,40
596,57,8
597,58,40
598,52,7
599,42,29
600,82,15
601,49,19
602,67,27
603,51,46
604,87,48
605,63,26
606,56,37
607,42,7
608,77,46
609,13,44
610,61,45
611,62,29
612,44,43
613,36,34
614,59,21
615,38,44
616,14,8
617,31,7
618,36,47
619,57,23
620,44,33
621,50,15
622,75,37
623,44,26
624,74,7
625,50,42
626,77,8
627,29,5
628,54,45
629,86,41
630,38,12
631,35,40
632,53,18
633,42,31
634,72,24
635,34,43
636,30,15
637,52,36
638,29,13
639,52,40
640,79,26
641,75,26
642,68,17
643,75,45
644,71,22
645,60,12
646,78,43
647,64,35
648,12,39
649,21,50
650,46,40
651,81,33
652,33,14
653,76,44
654,54,24
655,82,39
656,69,21
657,54,22
658,43,20
659,53,33
660,48,36
661,93,26
662,75,16
663,67,35
664,44,30
665,43,13
666,19,48
667,43,16
668,33,34
669,26,48
670,33,5
671,62,9
672,26,46
673,23,45
674,65,29
675,68,29
676,59,26
677,49,10
678,59,12
679,24,8
680,42,14
681,17,33
682,84,40
683,24,42
684,38,9
685,48,41
686,66,10
687,41,29
688,36,34
689,57,43
690,53,41
691,93,37
692,65,11
693,68,43
694,69,6
695,14,17
696,39,46
697,97,34
698,78,41
699,45,21
700,56,29
701,31,20
702,21,47
703,15,17
704,99,37
705,67,40
706,17,13
707,25,6
708,26,40
709,70,30
710,28,45
711,10,36
712,26,7
713,22,11
714,61,31
715,19,19
716,52,48
717,11,24
718,11,25
719,34,11
720,17,5
721,14,37
722,18,43
723,72,35
724,65,5
725,31,23
726,42,23
727,61,19
728,96,21
729,49,36
730,27,49
731,14,6
732,29,6
733,89,10
734,26,38
