Pallet,Weight,Profit
1,98,11
2,22,5
3,11,31
4,53,21
5,72,36
6,28,20
7,38,11
8,28,17
9,21,41
10,14,7
11,89,13
12,61,44
13,87,24
14,67,28
15,52,15
16,91,39
17,75,36
18,25,24
19,88,28
20,100,23
21,97,12
22,14,32
23,76,23
24,89,23
25,58,9
26,48,34
27,98,10
28,65,38
29,87,38
30,78,17
31,85,32
32,17,18
33,67,18
34,49,31
35,30,15
36,39,23
37,80,48
38,37,36
39,61,9
40,88,29
41,12,32
42,25,32
43,51,35
44,54,34
45,39,49
46,29,21
47,74,17
48,26,26
49,69,18
50,57,23
51,70,48
52,12,18
53,68,33
54,20,44
55,23,19
56,45,27
57,65,12
58,97,24
59,47,39
60,87,27
61,64,18
62,79,43
63,37,39
64,62,7
65,96,19
66,15,14
67,11,9
68,41,30
69,17,44
70,39,16
71,47,17
72,18,29
73,67,8
74,41,23
75,71,5
76,52,17
77,10,33
78,55,22
79,20,8
80,24,36
81,38,37
82,93,7
83,97,11
84,15,5
85,44,16
86,60,10
87,18,26
88,46,48
89,66,34
90,42,7
91,96,50
92,43,19
93,14,36
94,35,38
95,96,41
96,26,49
97,29,38
98,28,33
99,61,31
100,16,12
101,46,50
102,54,20
103,89,31
104,23,39
105,76,48
106,93,34
107,73,26
108,71,9
109,67,32
110,27,45
111,40,22
112,76,18
113,52,14
114,22,11
115,40,40
116,97,7
117,41,39
118,64,50
119,37,39
120,78,5
121,74,24
122,81,32
123,87,41
124,67,20
125,75,46
126,43,35
127,18,36
128,87,9
129,29,47
130,41,41
131,11,6
132,85,41
133,19,36
134,13,36
135,73,49
136,35,12
137,99,20
138,75,27
139,91,50
140,87,25
141,91,50
142,27,37
143,24,32
144,66,9
145,45,41
146,12,41
147,79,14
148,16,12
149,35,28
150,86,48
151,12,16
152,44,34
153,89,8
154,26,37
155,83,40
156,80,9
157,95,39
158,29,36
159,83,38
160,74,25
161,39,23
162,80,44
163,14,14
164,12,43
165,24,38
166,76,17
167,89,37
168,67,31
169,14,45
170,38,22
171,11,26
172,11,32
173,81,42
174,69,47
175,100,14
176,88,29
177,58,49
178,83,17
179,22,27
180,27,37
181,87,34
182,65,18
183,39,38
184,16,29
185,57,28
186,10,30
187,43,16
188,23,12
189,33,43
190,47,30
191,47,37
192,62,20
193,62,40
194,34,15
195,74,21
196,48,46
197,61,40
198,85,30
199,17,11
200,64,10
201,17,49
202,63,49
203,90,12
204,53,5
205,85,50
206,19,20
207,46,39
208,63,28
209,70,48
210,76,31
211,89,19
212,71,35
213,66,22
214,51,18
215,70,10
216,58,23
217,57,39
218,50,30
219,26,6
220,58,23
221,29,21
222,93,13
223,57,21
224,48,41
225,91,20
226,81,13
227,96,17
228,29,16
229,59,29
230,58,27
231,68,29
232,83,13
233,79,9
234,85,23
235,89,35
236,66,7
237,63,13
238,73,35
239,71,27
240,12,17
241,77,40
242,44,28
243,64,13
244,35,17
245,74,47
246,54,14
247,96,17
248,21,9
249,50,36
250,49,21
251,77,28
252,88,37
253,39,14
254,11,45
255,24,45
256,54,37
257,82,24
258,89,34
259,70,13
260,54,36
261,44,45
262,36,26
263,29,18
264,16,26
265,70,6
266,94,44
267,100,6
268,54,30
269,85,21
270,96,16
271,11,25
272,22,29
273,56,37
274,31,48
275,82,17
276,43,41
277,68,44
278,78,17
279,37,46
280,69,29
281,30,9
282,60,46
283,48,31
284,63,37
285,23,5
286,90,40
287,87,44
288,17,28
289,40,6
290,83,42
291,11,22
292,11,48
293,91,40
294,99,49
295,49,14
296,68,11
297,11,36
298,76,46
299,55,29
300,54,25
301,32,29
302,24,20
303,98,38
304,61,49
305,89,45
306,18,35
307,77,39
308,77,21
309,49,25
310,48,5
311,39,28
312,38,49
313,13,36
314,96,5
315,98,37
316,78,10
317,23,28
318,75,21
319,55,30
320,54,43
321,70,45
322,10,36
323,47,40
324,23,50
325,74,49
326,17,28
327,98,31
328,24,28
329,13,12
330,96,45
331,73,31
332,80,38
333,63,14
334,87,30
335,90,46
336,84,12
337,62,14
338,56,33
339,10,28
340,30,50
341,13,24
342,58,45
343,56,8
344,58,42
345,92,42
346,24,24
347,13,36
348,52,48
349,22,42
350,66,14
351,55,32
352,29,45
353,13,37
354,26,7
355,33,10
356,44,14
357,52,23
358,60,9
359,54,31
360,19,29
361,21,17
362,40,39
363,29,50
364,29,33
365,60,22
366,72,50
367,94,21
368,64,21
369,35,13
370,18,45
371,12,14
372,99,11
373,61,7
374,79,17
375,78,32
376,80,39
377,95,33
378,31,41
379,60,11
380,76,49
381,40,39
382,87,30
383,43,24
384,28,46
385,31,41
386,99,23
387,94,21
388,76,29
389,30,49
390,35,29
391,87,9
392,73,27
393,68,14
394,17,33
395,38,34
396,42,7
397,73,16
398,81,27
399,27,27
400,43,7
401,79,50
402,33,36
403,87,16
404,83,30
405,10,15
406,51,8
407,46,26
408,90,7
409,76,5
410,29,26
411,14,47
412,20,8
413,16,7
414,60,6
415,91,18
416,26,49
417,92,30
418,73,6
419,73,31
420,82,44
421,96,46
422,57,38
423,79,29
424,99,21
425,42,31
426,30,32
427,83,50
428,10,40
429,30,29
430,95,8
431,46,22
432,35,19
433,12,11
434,55,32
435,69,39
436,65,36
437,42,13
438,70,38
439,85,8
440,65,13
441,79,46
442,42,27
443,98,12
444,38,13
445,57,22
