Pallet,Weight,Profit
1,86,6
2,31,9
3,11,38
4,43,37
5,37,32
6,37,26
7,96,36
8,14,40
9,66,42
10,94,8
11,66,38
12,76,43
13,13,8
14,34,29
15,72,32
16,46,31
17,85,40
18,62,33
19,75,38
20,60,44
21,92,39
22,70,35
23,72,6
24,60,38
25,83,7
26,75,42
27,15,14
28,61,48
29,87,28
30,86,40
31,45,9
32,70,46
33,79,35
34,99,42
35,30,48
36,52,49
37,50,38
38,97,30
39,98,12
40,19,10
41,81,9
42,45,12
43,89,38
44,65,16
45,35,25
46,90,20
47,58,50
48,96,35
49,71,37
50,72,45
51,74,13
52,93,22
53,30,23
54,64,48
55,33,44
56,71,29
57,42,32
58,47,27
59,27,43
60,58,7
61,37,33
62,44,25
63,83,20
64,81,5
65,89,5
66,58,18
67,98,42
68,82,26
69,24,12
70,83,40
71,89,8
72,84,11
73,80,23
74,15,6
75,35,24
76,11,34
77,79,33
78,45,26
79,40,40
80,45,22
81,37,46
82,10,49
83,75,35
84,68,50
85,24,38
86,64,26
87,76,25
88,88,25
89,77,44
90,85,14
91,97,23
92,79,7
93,58,29
94,92,17
95,39,7
96,68,36
97,34,44
98,48,21
99,76,43
100,33,5
101,16,5
102,45,35
103,91,13
104,37,32
105,99,31
106,45,45
107,64,31
108,83,47
109,66,46
110,88,11
111,17,23
112,18,21
113,46,14
114,64,21
115,40,41
116,67,20
117,86,33
118,78,39
119,69,37
120,98,18
121,80,49
122,27,43
123,69,27
124,56,41
125,26,39
126,58,36
127,59,32
128,71,44
129,11,42
130,41,17
131,81,38
132,25,44
133,71,47
134,16,18
135,11,13
136,53,9
137,29,20
138,19,47
139,36,9
140,43,29
141,88,14
142,30,11
143,82,8
144,73,48
145,70,30
146,61,20
147,44,17
148,43,7
149,45,23
150,99,16
151,31,48
152,46,17
153,53,17
154,95,15
155,34,6
156,16,15
157,34,15
158,35,41
159,100,29
160,87,50
161,54,38
162,48,34
163,25,13
164,25,18
165,96,7
166,73,32
167,51,11
168,54,28
169,37,39
170,29,23
171,26,26
172,57,8
173,29,21
174,76,27
175,42,36
176,84,41
177,75,40
178,75,13
179,67,30
180,13,42
181,21,36
182,83,45
183,16,40
184,81,45
185,22,45
186,70,45
187,35,13
188,45,18
189,50,22
190,35,23
191,63,41
