Pallet,Weight,Profit
1,91,33
2,87,28
3,38,48
4,40,29
5,77,18
6,40,24
7,89,7
8,57,6
9,68,35
10,70,43
11,51,50
12,66,47
13,16,20
14,54,34
15,84,14
16,81,7
17,83,28
18,55,16
19,14,8
20,27,36
21,99,32
22,30,49
23,59,15
24,59,40
25,57,47
26,49,19
27,70,18
28,64,38
29,100,17
30,72,12
31,37,12
32,32,31
33,30,26
34,51,22
35,96,37
36,78,11
37,66,14
38,50,5
39,29,40
40,35,31
41,50,11
42,62,20
43,97,49
44,12,17
45,53,25
46,20,32
47,65,48
48,23,11
49,19,10
50,79,35
51,21,5
52,82,47
53,78,41
54,88,41
55,61,38
56,62,26
57,65,43
58,26,15
59,70,46
60,41,41
61,92,22
62,86,21
63,42,41
64,71,16
65,74,16
66,88,6
67,28,26
68,37,50
69,37,16
70,44,43
71,65,12
72,71,14
73,100,13
74,52,30
75,19,18
76,54,45
77,27,7
78,40,32
79,15,28
80,43,40
81,56,12
82,52,10
83,37,40
84,93,25
85,99,21
86,66,14
87,27,50
88,83,49
89,27,13
90,48,28
91,91,27
92,50,32
93,100,6
94,67,31
95,84,44
96,44,26
97,16,49
98,22,29
99,90,9
100,60,11
101,39,34
102,37,49
103,56,26
104,82,28
105,89,41
106,52,43
107,34,24
108,65,20
109,80,48
110,56,50
111,22,20
112,59,46
113,38,44
114,62,16
115,68,32
116,41,40
117,67,29
118,27,30
119,46,44
120,96,36
121,33,13
122,43,34
123,45,10
124,73,11
125,38,47
126,43,25
127,81,11
128,25,31
129,75,34
130,95,9
131,55,6
132,88,19
133,62,39
134,56,44
135,39,15
136,83,48
137,30,28
138,63,47
139,71,50
140,64,29
141,16,6
142,14,49
143,74,42
144,100,13
145,16,27
146,45,14
147,58,34
148,84,32
149,63,38
150,78,13
151,47,29
152,46,7
153,28,37
154,59,9
155,12,25
156,13,19
157,23,20
158,59,38
159,18,22
160,17,10
161,93,9
162,84,42
163,66,36
164,94,16
165,52,19
166,70,18
167,61,19
168,52,34
169,96,34
170,16,9
171,53,27
172,68,16
173,99,44
174,14,17
175,40,27
176,97,47
177,97,43
178,82,27
179,93,18
180,43,36
181,33,8
182,95,9
183,76,42
184,63,14
185,82,45
186,76,10
187,19,12
188,27,46
189,76,25
190,12,15
191,13,12
192,15,24
193,82,23
194,22,41
195,47,12
196,98,28
197,45,9
198,32,44
199,99,46
200,54,35
201,87,28
202,86,18
203,59,16
204,23,32
205,49,7
206,41,17
207,45,21
208,35,46
209,44,49
210,91,19
211,46,36
212,70,40
213,61,28
214,59,26
215,33,27
216,88,28
217,86,10
218,87,8
219,52,25
220,28,11
221,38,41
222,13,35
223,98,29
224,98,49
225,75,19
226,46,43
227,86,31
228,77,26
229,66,20
230,55,39
231,63,16
232,81,33
233,31,36
234,96,11
235,94,7
236,50,36
237,55,22
238,53,39
239,16,6
240,51,46
241,89,21
242,98,46
243,61,38
244,11,10
245,100,14
246,42,41
247,71,19
248,77,39
249,63,21
250,71,20
251,53,39
252,45,10
253,13,23
254,83,18
255,70,10
256,12,46
257,84,28
258,95,28
259,92,32
260,91,18
261,32,41
262,90,11
263,38,10
264,46,35
265,69,7
266,94,17
267,63,6
268,32,45
269,90,26
270,61,33
271,57,38
272,78,20
273,89,34
274,80,7
275,85,46
276,78,34
277,65,32
278,32,10
279,29,16
280,10,49
281,40,46
282,25,49
283,19,8
284,56,42
285,62,34
286,42,46
287,88,30
288,44,50
289,67,18
290,13,48
291,42,20
292,70,20
293,89,47
294,79,7
295,34,28
296,46,23
297,35,29
298,13,13
299,60,46
300,94,30
301,65,30
302,43,35
303,83,19
304,47,20
305,95,7
306,61,40
307,70,18
308,99,47
309,37,32
310,18,22
311,51,20
312,34,43
313,10,19
314,75,44
315,40,22
316,17,39
317,15,47
318,38,40
319,84,37
320,70,18
321,52,7
322,84,32
323,18,50
324,79,27
325,33,42
326,35,8
327,85,5
328,45,44
329,31,20
330,71,18
331,39,48
332,99,21
333,27,28
334,46,21
335,13,9
336,81,5
337,13,25
338,98,44
339,86,6
340,12,26
341,14,6
342,40,21
343,97,45
344,60,29
345,28,17
346,39,25
347,32,14
348,47,10
349,98,23
350,92,29
351,35,43
352,30,13
353,72,48
354,54,6
355,18,47
