Pallet,Weight,Profit
1,36,24
2,74,42
3,99,11
4,78,9
5,68,17
6,26,14
7,16,7
8,15,22
9,16,49
10,88,37
11,52,31
12,16,48
13,56,39
14,79,38
15,58,27
16,27,42
17,49,18
18,91,39
19,14,7
20,30,9
21,86,49
22,90,20
23,72,17
24,32,49
25,54,8
26,59,18
27,56,31
28,39,46
29,100,33
30,91,22
31,62,46
32,12,38
33,27,35
34,61,17
35,47,14
36,99,7
37,39,40
38,85,44
39,35,14
40,41,23
41,60,21
42,49,44
43,33,18
44,75,41
45,31,29
46,65,18
47,10,8
48,56,14
49,12,8
50,35,23
51,88,44
52,30,47
53,13,29
54,87,41
55,29,28
56,83,25
57,64,25
58,42,15
59,74,22
60,79,45
61,52,40
62,93,10
63,10,50
64,62,43
65,35,23
66,71,17
67,65,45
68,81,49
69,27,19
70,68,13
71,17,5
72,100,15
73,86,45
74,37,24
75,12,47
76,20,46
77,68,38
78,23,45
79,13,18
80,98,47
81,54,18
82,37,40
83,77,20
84,89,41
85,11,6
86,97,19
87,89,27
88,41,15
89,25,42
90,11,40
91,37,44
92,35,49
93,66,37
94,89,38
95,62,13
96,36,6
97,88,16
98,40,13
99,50,29
100,78,30
101,73,20
102,87,29
103,10,21
104,39,24
105,38,33
106,97,25
107,72,44
108,81,28
109,52,11
110,37,46
111,74,45
112,37,24
113,36,10
114,30,46
115,19,23
116,53,50
117,92,17
118,35,11
119,22,35
120,43,5
121,39,41
122,14,30
123,72,31
124,75,6
125,93,22
126,82,50
127,58,26
128,93,38
129,100,47
130,75,33
131,94,44
132,87,11
133,28,47
134,42,8
135,44,10
136,56,18
137,77,24
138,54,11
139,75,35
140,34,16
141,56,5
142,100,17
143,22,50
144,53,8
145,82,33
146,53,12
147,88,43
148,66,13
149,61,5
150,77,7
151,88,14
152,25,18
153,13,20
154,68,21
155,39,8
156,27,41
157,79,28
158,18,38
159,66,26
160,62,44
161,97,40
162,15,18
163,21,32
164,37,30
165,90,16
166,44,33
167,49,32
168,88,28
169,22,40
170,61,8
171,32,43
172,42,32
173,16,16
174,24,26
175,69,13
176,72,28
177,100,11
178,16,16
179,69,25
180,77,38
181,24,20
182,93,44
183,49,24
184,23,22
185,80,45
186,21,49
187,93,27
188,23,36
189,62,21
190,87,28
191,81,6
192,54,12
193,74,17
194,40,35
195,25,9
196,99,25
197,21,24
198,78,49
199,72,11
200,38,16
201,85,22
202,39,11
203,56,37
204,82,19
205,92,40
206,12,39
207,74,47
208,74,42
209,21,44
210,17,33
211,48,26
212,72,38
213,23,50
214,98,48
215,40,50
216,77,28
217,70,37
218,15,29
219,16,17
220,33,20
221,54,9
222,29,12
223,12,6
224,90,43
225,69,5
226,75,19
227,92,8
228,99,31
229,27,24
230,78,9
231,43,47
232,21,13
233,30,29
234,41,27
235,87,48
236,84,22
237,21,26
238,37,9
239,56,37
240,72,8
241,100,22
242,21,39
243,35,16
244,24,45
245,49,14
246,54,22
247,70,49
248,39,29
249,48,41
250,61,15
251,56,13
252,24,30
253,31,11
254,44,23
255,39,35
256,100,20
257,13,26
258,77,44
259,66,8
260,80,19
261,62,40
262,22,8
263,92,46
264,76,5
265,12,27
266,22,29
267,32,39
268,67,8
269,75,27
270,60,14
271,25,50
272,26,49
273,64,13
274,20,26
275,86,32
276,95,16
277,49,40
278,74,18
279,18,21
280,17,22
281,52,17
282,66,32
283,66,16
284,21,14
285,30,30
286,54,43
287,22,43
288,98,7
289,38,37
290,91,22
291,79,33
292,21,31
293,17,49
294,21,45
295,93,30
296,41,45
297,90,24
298,45,14
299,53,48
300,45,46
301,58,41
302,71,28
303,71,27
304,69,9
305,39,35
306,69,37
307,42,19
308,94,7
309,91,33
310,44,45
311,57,10
312,58,12
313,26,17
314,71,19
315,89,18
316,36,33
317,56,17
318,37,31
319,64,17
320,73,29
321,33,12
322,48,43
323,21,48
324,51,21
325,36,19
326,45,28
327,30,9
328,72,38
329,77,48
330,61,18
331,19,41
332,19,21
333,91,6
334,59,46
335,82,40
336,28,16
337,38,38
338,94,50
339,28,50
340,38,37
341,54,14
342,15,13
343,83,9
344,35,45
345,68,19
346,20,15
347,33,17
348,81,21
349,88,34
350,25,38
351,94,18
352,28,46
353,54,20
354,74,42
355,46,16
356,18,12
357,75,9
358,78,20
359,88,21
360,28,30
361,24,5
362,77,24
363,26,19
364,25,36
365,42,37
366,85,47
367,60,47
368,63,29
369,79,44
370,67,42
371,55,28
372,40,13
373,55,14
374,91,29
375,84,29
376,74,12
377,22,37
378,20,44
379,23,39
380,21,45
381,87,48
382,68,7
383,68,49
384,87,43
385,94,14
386,94,23
387,83,16
388,94,16
389,87,13
390,60,41
391,96,48
392,49,23
393,57,35
394,96,25
395,53,44
396,98,7
397,18,48
398,20,46
399,15,38
400,68,17
401,61,20
402,18,43
403,96,8
404,69,35
405,36,12
406,54,15
407,31,9
408,78,37
409,77,7
410,70,42
411,93,8
412,22,17
413,33,35
414,34,10
415,91,31
416,83,17
417,42,13
418,56,46
419,64,34
420,44,39
421,21,33
422,53,6
423,98,5
424,67,37
425,31,28
426,90,23
427,24,43
428,76,23
429,92,14
430,88,13
431,43,50
432,17,11
433,45,30
434,76,27
435,86,45
436,80,47
437,69,30
438,82,49
439,34,34
440,54,31
441,23,32
442,10,43
443,86,27
444,45,17
445,77,29
446,41,20
447,81,31
448,100,41
449,86,20
450,97,18
451,73,42
452,93,41
453,31,37
454,83,18
455,82,31
456,62,26
457,19,31
458,90,24
459,67,45
460,27,48
461,19,46
462,23,20
463,11,22
464,28,8
465,21,34
466,97,14
467,47,28
468,93,34
469,24,30
470,21,43
471,26,13
472,21,24
473,46,47
474,24,30
475,45,30
476,54,16
477,40,47
478,43,16
479,44,44
480,60,6
481,73,12
482,99,39
483,55,49
484,76,45
485,82,30
486,82,26
487,58,9
488,61,25
489,89,40
490,73,16
491,13,46
492,40,49
493,68,25
494,71,25
495,79,25
496,10,34
497,69,27
498,44,43
499,46,11
500,65,16
501,92,42
502,88,45
503,14,7
504,89,40
505,20,12
506,40,9
507,88,7
508,29,23
509,52,41
510,54,39
511,96,14
512,98,32
513,100,24
514,14,13
515,24,7
516,13,9
517,86,21
518,45,44
519,89,37
520,71,18
521,83,11
522,21,38
523,70,23
524,66,38
525,49,36
526,66,38
527,48,25
528,21,10
529,100,40
530,78,6
531,28,43
532,25,44
533,81,17
534,76,31
535,53,35
536,91,30
537,33,13
538,17,5
539,56,48
540,22,42
541,56,30
542,68,35
543,51,31
544,76,37
545,35,27
546,54,15
547,75,36
548,36,11
549,80,17
550,98,35
551,78,47
552,34,38
553,60,6
554,100,44
555,63,5
556,52,29
557,66,17
558,21,45
559,69,35
560,100,34
561,67,36
562,39,23
563,79,40
564,78,19
565,23,20
566,19,15
567,72,48
568,83,49
569,74,6
570,61,6
571,97,17
572,41,30
573,22,36
574,95,48
575,85,9
576,90,21
577,74,13
578,99,41
579,90,21
580,64,13
581,46,21
582,73,12
583,24,14
584,40,45
585,31,42
586,86,13
587,12,16
588,18,22
589,66,49
590,66,40
591,22,6
592,49,13
593,30,44
594,53,44
595,37,6
596,19,21
597,79,30
598,60,43
599,17,34
600,39,12
601,38,42
602,37,25
603,42,10
604,86,8
605,54,24
606,42,12
607,50,37
608,61,45
609,62,6
610,97,23
611,93,11
612,88,33
613,90,12
614,37,6
615,66,24
616,28,5
617,48,29
618,20,41
619,36,14
620,98,35
621,47,35
622,34,30
623,77,47
624,42,39
625,72,46
626,28,32
627,68,41
628,79,23
629,33,10
630,39,43
631,70,6
632,11,22
633,78,22
634,88,14
635,45,19
636,92,43
637,11,42
638,37,38
639,41,15
