Pallet,Weight,Profit
1,40,30
2,70,45
3,72,9
4,90,43
5,47,33
6,58,31
7,54,50
8,48,22
9,25,41
10,15,45
11,75,8
12,97,13
13,67,49
14,36,30
15,96,40
16,17,48
17,24,33
18,43,15
19,83,16
20,61,49
21,99,14
22,73,35
23,14,48
24,21,38
25,24,33
26,15,34
27,12,24
28,19,49
29,98,21
30,48,19
31,57,34
32,46,13
33,68,40
34,16,36
35,70,46
36,64,38
37,29,42
38,50,32
39,93,26
40,21,16
41,24,9
42,18,40
43,61,50
44,17,44
45,27,32
46,38,9
47,72,40
48,78,8
49,62,9
50,86,16
51,21,36
52,68,24
53,38,27
54,41,47
55,26,33
56,23,22
57,72,49
58,23,8
59,59,22
60,64,30
61,12,15
62,83,15
63,54,31
64,88,10
65,50,21
66,80,44
67,76,14
68,48,39
69,32,36
70,38,35
71,40,32
72,67,36
73,71,46
74,57,21
75,72,13
76,68,6
77,50,50
78,24,25
79,96,17
80,61,21
81,12,16
82,66,33
83,35,47
84,42,40
85,86,37
86,27,5
87,78,32
88,25,5
89,34,40
90,52,24
91,67,50
92,52,31
93,20,18
94,51,35
95,51,28
96,16,7
97,79,24
98,59,5
99,88,9
100,24,39
101,98,37
102,64,34
103,94,17
104,65,47
105,44,12
106,32,33
107,88,8
108,87,35
109,12,49
110,33,33
111,58,20
112,35,32
113,56,17
114,47,23
115,17,34
116,84,8
117,82,28
118,10,38
119,48,34
120,92,39
121,37,36
122,69,7
123,94,49
124,80,7
125,36,13
126,51,6
127,31,8
128,76,6
129,88,36
130,69,43
131,69,19
