Pallet,Weight,Profit
1,49,31
2,42,18
3,41,36
4,90,46
5,21,38
6,39,18
7,69,5
8,18,36
9,44,46
10,90,24
11,38,7
12,95,17
13,10,27
14,29,49
15,31,16
16,26,49
17,97,12
18,42,7
19,93,35
20,73,47
21,39,35
22,44,32
23,95,47
24,95,27
25,33,25
26,78,28
27,13,14
28,96,17
29,81,19
30,12,40
31,39,16
32,24,28
33,81,31
34,76,36
35,96,38
36,41,30
37,17,39
38,72,31
39,47,22
40,83,28
41,61,29
42,56,23
43,92,11
44,68,10
45,39,6
46,95,44
47,63,11
48,12,21
49,31,31
50,12,47
51,55,42
52,38,17
53,69,31
54,86,17
55,21,7
56,80,7
57,82,42
58,62,22
59,75,31
60,63,20
61,41,21
62,32,6
63,37,41
64,74,7
65,48,35
66,96,13
67,58,43
68,44,33
69,56,38
70,43,27
71,71,18
72,97,33
73,42,44
74,37,30
75,69,12
76,51,12
77,70,35
78,37,36
79,24,48
80,90,5
81,29,9
82,72,15
83,83,5
84,95,48
85,45,45
86,81,8
87,62,26
88,30,11
89,83,27
90,88,10
91,97,41
92,37,43
93,61,42
94,55,11
95,58,17
96,64,18
97,72,49
98,58,50
99,11,34
100,41,13
101,48,18
102,25,6
103,80,26
104,32,34
105,98,32
106,81,15
107,36,43
108,55,26
109,75,38
110,39,14
111,36,11
112,72,18
113,85,31
114,25,14
115,79,45
116,30,31
117,51,27
118,76,48
119,79,15
120,75,31
121,79,27
122,56,12
123,76,35
124,79,42
125,32,39
126,31,44
127,27,28
128,64,22
129,81,15
130,97,42
131,40,24
132,70,17
133,47,37
134,95,12
135,35,8
136,32,31
137,86,13
138,33,42
139,68,26
140,61,18
141,64,50
142,60,13
143,59,25
144,60,20
145,42,37
146,71,24
147,17,26
148,28,12
149,82,45
150,35,38
151,79,45
152,33,21
153,63,21
154,20,40
155,100,47
156,42,30
157,32,44
158,80,46
159,32,28
160,95,38
161,50,31
162,55,35
163,96,8
164,69,35
165,61,6
166,100,6
167,50,39
168,29,24
169,41,19
170,91,46
171,83,9
172,24,20
173,29,14
174,100,47
175,38,28
176,38,45
177,72,35
178,30,17
179,52,22
180,49,46
181,27,36
182,44,15
183,73,49
184,60,27
185,25,31
186,24,20
187,80,30
188,29,21
189,58,19
190,35,41
191,48,42
192,95,24
193,56,36
194,87,20
195,96,36
196,41,31
197,47,39
198,64,12
199,30,27
200,47,22
201,28,21
202,56,7
203,78,48
204,78,36
205,100,41
206,45,43
207,75,29
208,69,13
209,63,34
210,63,24
211,32,25
212,95,46
213,93,47
214,100,6
215,96,30
216,37,23
217,44,16
218,46,31
219,37,43
220,13,35
221,76,5
222,98,38
223,35,10
224,83,40
225,92,28
226,99,37
227,87,44
228,21,47
229,75,24
230,64,22
231,74,29
232,94,18
233,45,50
234,86,6
235,87,21
236,80,14
237,26,24
238,67,31
239,96,28
240,24,45
241,36,21
242,28,16
243,28,30
244,12,5
245,46,35
246,25,43
247,27,40
248,89,33
249,64,23
250,69,24
251,97,22
252,96,33
253,25,38
254,88,12
255,70,23
256,67,31
257,85,32
258,33,36
259,70,36
260,87,32
261,78,5
262,30,27
263,87,37
264,57,13
265,70,23
266,85,19
267,57,15
268,85,13
269,61,36
270,65,37
271,90,43
272,47,35
273,88,24
274,36,10
275,84,15
276,87,49
277,32,18
278,68,39
279,76,50
280,63,26
281,51,36
282,25,9
283,79,30
284,13,17
285,26,10
286,80,28
287,65,33
288,11,34
289,98,40
290,36,47
291,98,50
292,69,40
293,39,15
294,79,39
295,39,19
296,87,44
297,65,11
298,87,49
299,71,16
300,73,34
301,90,19
302,80,32
303,46,14
304,36,7
305,100,37
306,89,14
307,12,26
308,47,47
309,78,29
310,41,7
311,34,23
312,43,35
313,43,46
314,98,37
315,62,7
316,99,36
317,33,5
318,83,27
319,100,42
320,11,29
321,92,12
322,15,17
323,68,18
324,27,32
325,51,39
326,33,23
327,33,14
328,10,8
329,100,28
330,40,29
331,41,50
332,71,24
333,48,17
334,79,41
335,24,40
336,51,24
337,78,19
338,30,21
339,14,44
340,19,17
341,61,12
342,30,45
343,44,31
344,18,35
345,90,27
346,86,29
347,19,40
348,59,26
349,69,30
350,14,18
351,49,15
352,54,38
353,11,49
354,29,18
355,36,46
356,38,45
357,40,33
358,78,12
359,75,50
360,74,14
361,21,40
362,17,22
363,62,26
364,36,40
365,36,46
366,69,18
367,37,45
368,100,15
369,88,24
370,85,24
371,96,13
372,83,38
373,99,39
374,24,11
375,82,11
376,34,18
377,81,36
378,18,23
379,83,44
380,26,46
381,27,10
382,25,10
383,87,6
384,37,8
385,90,46
386,62,50
387,30,49
388,43,29
389,33,48
390,44,6
391,86,11
392,28,32
393,77,14
394,100,21
395,18,22
396,61,35
397,98,24
398,71,18
399,28,14
400,18,5
401,24,42
402,78,15
403,25,48
404,80,31
405,48,40
406,30,18
407,56,12
408,84,29
409,11,41
410,70,30
411,87,24
412,30,24
413,40,11
414,20,49
415,75,46
416,65,38
417,63,19
418,32,40
419,65,9
420,34,28
421,46,29
422,57,7
423,12,49
424,71,40
425,25,41
426,48,48
427,11,9
428,33,36
429,71,44
430,24,48
431,46,8
432,45,25
433,36,36
434,90,32
435,43,46
436,40,28
437,27,31
438,51,37
439,55,38
440,56,23
441,25,9
442,52,6
443,100,15
444,39,5
445,12,47
446,28,50
447,28,14
448,27,27
449,93,25
450,91,43
451,23,43
452,38,7
453,47,31
454,29,17
455,19,44
456,37,13
457,30,29
458,46,24
459,29,19
460,12,33
461,65,29
462,77,5
463,72,17
464,29,16
465,11,20
466,16,39
467,43,5
468,18,18
469,59,37
470,88,20
471,40,26
472,98,8
473,73,5
474,25,14
475,17,23
476,97,45
477,99,28
478,27,42
479,84,49
480,14,50
481,85,19
482,68,20
483,91,19
484,57,30
485,50,34
486,88,8
487,28,43
488,85,49
489,18,40
490,65,25
491,38,30
492,79,37
493,96,28
494,43,11
495,70,30
496,20,46
497,37,28
498,40,13
499,15,31
500,77,33
501,96,12
502,24,44
503,97,15
504,33,22
505,93,17
506,47,36
507,97,6
508,98,33
509,40,40
510,10,30
511,44,8
512,69,30
513,63,32
514,91,21
515,29,21
516,11,41
517,53,11
518,80,41
519,71,39
520,11,29
521,34,26
522,97,28
523,36,7
524,26,44
525,97,7
526,47,39
527,21,34
528,11,5
529,87,26
530,99,20
531,37,41
532,59,26
533,38,29
534,96,16
535,21,8
536,89,46
537,72,6
538,34,26
539,73,8
540,30,40
541,98,45
542,32,21
543,16,32
544,99,35
545,94,39
546,96,37
547,56,17
548,57,38
549,59,12
550,14,15
551,21,34
552,27,40
553,39,37
554,51,23
555,16,6
556,69,38
557,56,29
558,39,41
559,72,47
560,55,45
561,49,23
562,61,39
563,65,14
564,93,13
565,58,14
566,75,42
567,46,21
568,18,14
569,26,12
570,58,27
571,14,11
572,81,19
573,73,40
574,40,14
575,21,40
576,84,14
577,55,14
578,20,29
579,56,46
580,94,44
581,12,28
582,57,6
583,14,14
584,76,47
585,86,6
586,95,49
587,35,39
588,72,16
589,52,42
590,60,5
591,13,46
592,30,36
593,20,8
594,19,15
595,40,44
596,80,35
597,44,8
598,77,17
599,78,34
600,30,28
601,74,26
602,15,10
603,47,6
604,44,13
605,18,34
606,48,38
607,61,21
608,68,23
609,75,46
610,14,32
611,47,17
612,69,27
613,14,24
614,74,48
615,48,17
616,59,36
617,91,9
618,33,10
619,30,31
620,74,45
621,16,35
622,10,37
623,42,42
624,66,10
625,43,7
626,23,37
627,40,27
628,36,37
629,23,26
630,53,32
631,73,24
632,46,7
633,48,48
634,97,49
635,40,42
636,36,14
637,26,15
638,71,5
639,17,49
640,69,11
641,43,7
642,63,33
643,23,9
644,95,12
645,42,49
646,20,15
647,76,46
648,21,16
649,73,36
650,11,28
651,85,36
652,89,31
653,57,35
654,48,27
655,38,34
656,22,10
657,52,8
658,79,21
659,38,38
660,44,15
661,69,34
662,10,32
663,66,45
664,10,27
665,99,30
666,53,18
667,33,12
668,95,18
669,47,16
670,10,12
671,83,35
672,43,8
673,86,30
674,17,40
675,78,43
676,39,42
677,97,10
678,10,27
679,93,18
680,67,5
681,25,43
682,37,25
683,87,9
684,57,19
685,26,38
686,91,40
687,75,33
688,41,35
689,13,28
690,12,24
691,87,47
692,54,10
693,99,32
694,55,14
695,42,44
696,10,35
697,65,27
698,31,18
699,24,12
700,69,38
701,85,25
702,57,16
703,18,45
704,56,25
705,50,26
706,66,11
707,38,30
708,10,18
709,91,24
710,72,13
711,32,49
712,27,13
713,12,29
714,47,46
715,44,16
716,61,16
717,11,42
718,17,40
719,31,24
720,14,38
721,75,29
722,89,28
723,53,10
724,59,40
725,51,28
726,13,40
727,98,18
728,68,7
729,29,16
730,75,47
731,75,8
732,98,11
733,93,50
734,53,29
735,99,21
736,45,40
737,49,47
738,79,17
739,72,21
740,21,36
741,45,49
742,41,34
743,78,12
744,20,5
745,96,50
746,55,22
747,96,41
748,75,15
749,99,23
750,23,49
751,12,32
752,65,20
753,79,21
754,85,18
755,21,27
756,30,49
757,30,30
758,85,29
759,46,22
760,93,31
761,92,27
762,47,36
763,64,42
764,63,30
765,33,26
766,85,20
767,36,17
768,41,50
769,53,36
770,34,16
771,21,37
772,80,23
773,68,31
774,22,23
775,59,30
776,59,33
777,98,49
778,92,44
779,69,16
780,16,8
781,24,12
782,77,42
783,12,12
784,77,20
785,32,20
786,59,19
787,36,34
788,39,23
789,100,23
790,31,48
791,28,37
792,43,50
793,52,35
794,16,37
795,54,48
796,66,42
797,48,46
798,93,38
799,52,43
800,17,23
801,52,39
802,37,37
803,35,15
804,35,25
805,79,8
806,48,5
807,72,30
808,73,28
809,75,7
810,94,37
811,45,7
812,21,6
813,20,46
814,14,30
815,31,33
816,85,6
817,47,31
818,19,14
819,53,24
820,67,43
821,88,10
822,27,36
823,24,46
824,86,31
825,98,36
826,83,20
827,76,6
828,79,31
829,64,27
830,11,41
831,27,29
832,61,48
833,69,28
834,82,27
835,54,39
836,72,23
837,96,42
838,39,16
839,40,21
840,59,31
841,63,39
842,75,31
843,31,43
844,96,8
845,68,18
846,97,9
847,23,37
848,79,30
849,33,6
850,69,37
851,11,45
852,31,20
853,56,19
854,48,6
855,54,14
856,60,38
857,84,40
858,11,5
859,76,41
860,65,49
861,92,7
862,31,15
863,92,40
864,76,29
865,65,27
866,98,26
867,49,33
868,38,14
869,23,25
870,62,40
871,30,31
872,31,31
873,73,24
874,79,30
875,39,24
876,78,37
877,98,43
878,25,29
879,64,44
880,11,15
881,69,10
882,43,21
883,46,45
884,10,28
885,52,23
886,26,34
887,70,39
888,93,50
889,22,7
890,46,16
891,99,18
892,70,38
893,99,13
894,44,8
895,97,43
896,87,34
897,62,6
898,57,36
899,29,12
900,39,31
901,60,11
902,69,10
903,63,22
904,26,8
905,65,29
906,88,40
907,55,30
908,64,48
909,21,13
910,45,27
911,46,33
912,73,15
913,100,26
914,31,24
915,19,18
916,54,47
917,14,13
918,35,20
919,98,47
920,24,46
921,85,19
922,67,13
923,48,24
924,78,10
925,38,34
926,69,47
927,46,6
928,88,47
929,58,23
930,23,37
931,64,24
932,54,32
933,22,20
934,83,27
935,72,41
936,45,39
937,39,10
938,79,46
939,96,23
940,10,50
941,65,18
942,32,27
943,19,48
944,17,46
945,43,41
946,42,34
947,13,50
948,75,34
949,30,10
950,40,23
951,67,28
952,30,30
953,18,12
954,19,22
955,52,50
956,18,31
957,41,12
958,51,24
959,29,14
960,58,45
961,93,42
962,75,44
963,22,11
964,97,7
965,47,17
966,15,49
967,21,27
968,47,8
969,70,19
970,81,27
971,47,22
972,96,28
973,20,29
974,54,36
975,86,23
976,19,41
977,13,12
978,83,40
979,39,14
980,89,11
981,67,40
982,94,16
